,Issuance_Date,Asset_Class,Deal_Name,Region,Ticker,Tranche,Currency,Size(M),WAL,WALX,Moodys,S&P,Fitch,DBRS,Kroll,MorningStar,C/E,LTV,TYPE,Bench,Guidance-L,Guidance-H,Spread,Coupon,Yield,Issue_Price,PricingSpeed,Market_Type
NRART-2015-T1,2015-08-25,RMBS,NRART-2015-T1,USOA,NRART,E,USD,21.514,0.96,-,-,BB,-,-,-,-,-,-,Fixed,EDSF,400s,400s,425,4.68%,4.726%,-,-,ServAdv
NRART-2015-T2,2015-08-25,RMBS,NRART-2015-T2,USOA,NRART,E,USD,31.620,2.96,-,-,BB,-,-,-,-,-,-,Fixed,Swaps,400s,400s,450,5.51%,5.575%,-,-,ServAdv
NRART-2015-T2,2015-08-25,RMBS,NRART-2015-T2,USOA,NRART,D,USD,38.167,2.96,-,-,BBB,-,-,-,-,-,-,Fixed,Swaps,300s,300s,365,4.68%,4.725%,-,-,ServAdv
NRART-2015-T1,2015-08-25,RMBS,NRART-2015-T1,USOA,NRART,D,USD,24.976,0.96,-,-,BBB,-,-,-,-,-,-,Fixed,EDSF,200s,200s,350,3.60%,3.976%,-,-,ServAdv
NRART-2015-T2,2015-08-25,RMBS,NRART-2015-T2,USOA,NRART,C,USD,21.092,2.96,-,-,A,-,-,-,-,-,-,Fixed,Swaps,200s,200s,290,3.94%,3.975%,-,-,ServAdv
NRART-2015-T1,2015-08-25,RMBS,NRART-2015-T1,USOA,NRART,C,USD,13.772,0.96,-,-,A,-,-,-,-,-,-,Fixed,EDSF,200s,200s,275,3.10%,3.226%,-,-,ServAdv
NRART-2015-T2,2015-08-25,RMBS,NRART-2015-T2,USOA,NRART,A,USD,292.542,2.96,-,-,AAA,-,-,-,-,-,-,Fixed,Swaps,200a,200a,225,3.30%,3.325%,-,-,ServAdv
NRART-2015-T2,2015-08-25,RMBS,NRART-2015-T2,USOA,NRART,B,USD,16.579,2.96,-,-,AA,-,-,-,-,-,-,Fixed,Swaps,200s,200s,265,3.70%,3.725%,-,-,ServAdv
ABMT-2015-6,2015-09-10,RMBS,ABMT-2015-6,USOA,ABMT,A9,USD,23.270,4.85,-,-,-,AAA,-,AAA,-,-,-,-,-,-,-,-,3.50%,-,99.84375,-,PassThroughPrimeJumbo
ABMT-2015-6,2015-09-10,RMBS,ABMT-2015-6,USOA,ABMT,A9,USD,19.670,4.84,-,-,-,-,-,-,-,-,-,Fixed,-,-,-,-,3.50%,-,-,-,PassThroughPrimeJumbo
ABMT-2015-6,2015-09-10,RMBS,ABMT-2015-6,USOA,ABMT,A7,USD,72.060,11.24,-,-,-,AAA,-,AAA,-,-,-,-,-,-,-,-,3.50%,-,98.42000,-,PassThroughPrimeJumbo
ABMT-2015-6,2015-09-10,RMBS,ABMT-2015-6,USOA,ABMT,A7,USD,66.990,11.18,-,-,-,-,-,-,-,-,-,Fixed,-,-,-,-,3.50%,-,-,-,PassThroughPrimeJumbo
ABMT-2015-6,2015-09-10,RMBS,ABMT-2015-6,USOA,ABMT,A5,USD,216.170,2.73,-,-,-,AAA,-,AAA,-,-,-,-,-,-,-,-,3.50%,-,102.00000,-,PassThroughPrimeJumbo
ABMT-2015-6,2015-09-10,RMBS,ABMT-2015-6,USOA,ABMT,A6,USD,200.960,2.74,-,-,-,-,-,-,-,-,-,Fixed,-,-,-,-,3.00%,-,-,-,PassThroughPrimeJumbo
ABMT-2015-6,2015-09-10,RMBS,ABMT-2015-6,USOA,ABMT,A5,USD,200.960,2.74,-,-,-,-,-,-,-,-,-,Fixed,-,-,-,-,3.50%,-,-,-,PassThroughPrimeJumbo
ABMT-2015-6,2015-09-10,RMBS,ABMT-2015-6,USOA,ABMT,A3,USD,288.220,4.85,-,-,-,AAA,-,AAA,-,-,-,-,-,-,-,-,3.50%,-,100.09375,-,PassThroughPrimeJumbo
ABMT-2015-6,2015-09-10,RMBS,ABMT-2015-6,USOA,ABMT,A3,USD,267.940,4.85,-,-,-,-,-,-,-,-,-,Fixed,-,-,-,-,3.50%,-,-,-,PassThroughPrimeJumbo
ABMT-2015-6,2015-09-10,RMBS,ABMT-2015-6,USOA,ABMT,A6,USD,216.170,2.73,-,-,-,AAA,-,AAA,-,-,-,-,-,-,-,-,3.00%,-,101.00000,-,PassThroughPrimeJumbo
OMART-2015-T1,2015-09-11,RMBS,OMART-2015-T1,USOA,OMART,D,USD,32.250,1.00,-,-,BBB,-,-,-,-,-,-,Fixed,EDSF,-,-,375,4.10%,4.300%,99.84170,-,ServAdv
OMART-2015-T1,2015-09-11,RMBS,OMART-2015-T1,USOA,OMART,B,USD,10.930,1.00,-,-,AA,-,-,-,-,-,-,Fixed,EDSF,-,-,250,3.03%,3.050%,99.99990,-,ServAdv
OMART-2015-T1,2015-09-11,RMBS,OMART-2015-T1,USOA,OMART,A,USD,244.810,1.00,-,-,AAA,-,-,-,-,-,-,Fixed,EDSF,-,-,200,2.54%,2.550%,99.99994,-,ServAdv
VOLT-2015-NPL2,2015-09-11,RMBS,VOLT-2015-NPL2,USOA,VOLT,A-1,USD,231.832,0.94,-,-,-,-,-,-,-,-,-,Fixed,YLD,-,-,-,3.88%,4.000%,99.91638,-,NonPerforming
VOLT-2015-NPL2,2015-09-11,RMBS,VOLT-2015-NPL2,USOA,VOLT,A-2,USD,53.128,2.82,-,-,-,-,-,-,-,-,-,Fixed,YLD,-,-,-,4.50%,5.380%,97.86564,-,NonPerforming
OMART-2015-T1,2015-09-11,RMBS,OMART-2015-T1,USOA,OMART,C,USD,12.010,1.00,-,-,A,-,-,-,-,-,-,Fixed,EDSF,-,-,300,3.52%,3.550%,99.99997,-,ServAdv
AH4R-2015-SFR2,2015-09-14,RMBS,AH4R-2015-SFR2,USOA,AH4R,D,USD,39.452,10.10,-,Baa2,-,-,-,A-,BBB+,-,-,Fixed,Swaps,300,315,285,5.04%,5.061%,99.99651,-,SFR
AH4R-2015-SFR2,2015-09-14,RMBS,AH4R-2015-SFR2,USOA,AH4R,A,USD,285.131,9.20,-,Aaa,-,-,-,AAA,AAA,-,-,Fixed,Swaps,160,165,160,3.73%,3.740%,99.99683,-,SFR
AH4R-2015-SFR2,2015-09-14,RMBS,AH4R-2015-SFR2,USOA,AH4R,C,USD,41.246,10.10,-,A2,-,-,-,AA-,A+,-,-,Fixed,Swaps,250,260,250,4.69%,4.711%,99.99946,-,SFR
AH4R-2015-SFR2,2015-09-14,RMBS,AH4R-2015-SFR2,USOA,AH4R,B,USD,37.658,10.10,-,Aa2,-,-,-,AA+,AA+,-,-,Fixed,Swaps,210,220,210,4.30%,4.311%,99.99327,-,SFR
AH4R-2015-SFR2,2015-09-14,RMBS,AH4R-2015-SFR2,USOA,AH4R,E,USD,74.242,10.10,-,NR,-,-,-,BBB-,BBB,-,-,Fixed,Swaps,400,415,390,6.07%,6.111%,99.99981,-,SFR
STACR-2015-HQA1,2015-09-24,RMBS,STACR-2015-HQA1,USOA,STACR,B,USD,80.000,9.99,-,-,-,NR,-,NR,-,-,-,Floating,1mL,-,-,880,1mL+880,8.994%,100.00000,-,CRT
STACR-2015-HQA1,2015-09-24,RMBS,STACR-2015-HQA1,USOA,STACR,M-3,USD,272.000,9.14,-,-,-,B+,-,B+,-,-,-,Floating,1mL,-,-,470,1mL+470,4.8943%,100.00000,-,CRT
STACR-2015-HQA1,2015-09-24,RMBS,STACR-2015-HQA1,USOA,STACR,M-2,USD,360.000,4.38,-,-,-,BBB-,-,BBB-,-,-,-,Floating,1mL,-,-,265,1mL+265,2.844%,100.00000,-,CRT
STACR-2015-HQA1,2015-09-24,RMBS,STACR-2015-HQA1,USOA,STACR,M-1,USD,160.000,1.44,-,-,-,A-,-,A-,-,-,-,Floating,1mL,-,-,125,1mL+125,1.444%,100.00000,-,CRT
TPMT-2015-4,2015-09-25,RMBS,TPMT-2015-4,USOA,TPMT,A1B,USD,256.000,3.00,-,Aaa,-,AAA,AAA,-,-,-,-,Fixed,Tsy,-,-,-,2.75%,-,99.96170,-,Performing
TPMT-2015-4,2015-09-25,RMBS,TPMT-2015-4,USOA,TPMT,A1,USD,396.000,3.00,-,Aaa,-,AAA,AAA,-,-,-,-,Fixed,Tsy,-,-,-,3.50%,-,101.89390,-,Performing
LSTAR-2015-9,2015-10-09,RMBS,LSTAR-2015-9,USOA,LSTAR,A-2,USD,59.500,1.96,-,-,-,-,-,-,BBB,-,-,Floating,1mL,-,-,500,1mL+350,1mL+350,97.17058,-,Resecuritized
LSTAR-2015-9,2015-10-09,RMBS,LSTAR-2015-9,USOA,LSTAR,A-1,USD,238.500,1.67,-,-,-,-,-,-,A,-,-,Floating,1mL,-,-,300,1mL+200,1mL+200,98.35603,-,Resecuritized
GAAFT-2015-T2,2015-10-16,RMBS,GAAFT-2015-T2,USOA,GAAFT,C-T2,USD,4.200,2.98,-,-,A,-,-,-,-,-,-,Fixed,Swaps,-,-,325,4.18%,4.220%,99.99994,-,ServAdv
GAAFT-2015-T2,2015-10-16,RMBS,GAAFT-2015-T2,USOA,GAAFT,B-T2,USD,13.100,2.98,-,-,AA,-,-,-,-,-,-,Fixed,Swaps,-,-,275,3.69%,3.720%,99.99988,-,ServAdv
GAAFT-2015-T2,2015-10-16,RMBS,GAAFT-2015-T2,USOA,GAAFT,A-T2,USD,67.900,2.98,-,-,AAA,-,-,-,-,-,-,Fixed,Swaps,-,-,215,3.09%,3.120%,99.99984,-,ServAdv
GAAFT-2015-T1,2015-10-16,RMBS,GAAFT-2015-T1,USOA,GAAFT,D-T1,USD,19.800,0.98,-,-,BBB,-,-,-,-,-,-,Fixed,EDSF,-,-,350,3.93%,3.960%,99.99992,-,ServAdv
GAAFT-2015-T1,2015-10-16,RMBS,GAAFT-2015-T1,USOA,GAAFT,C-T1,USD,5.800,0.98,-,-,A,-,-,-,-,-,-,Fixed,EDSF,-,-,300,3.44%,3.460%,99.99999,-,ServAdv
GAAFT-2015-T1,2015-10-16,RMBS,GAAFT-2015-T1,USOA,GAAFT,B-T1,USD,26.900,0.98,-,-,AA,-,-,-,-,-,-,Fixed,EDSF,-,-,275,3.19%,3.210%,99.99996,-,ServAdv
GAAFT-2015-T1,2015-10-16,RMBS,GAAFT-2015-T1,USOA,GAAFT,A-T1,USD,147.500,0.98,-,-,AAA,-,-,-,-,-,-,Fixed,EDSF,-,-,185,2.30%,2.310%,100.00000,-,ServAdv
GAAFT-2015-T2,2015-10-16,RMBS,GAAFT-2015-T2,USOA,GAAFT,D-T2,USD,14.800,2.98,-,-,BBB,-,-,-,-,-,-,Fixed,Swaps,-,-,375,4.67%,4.720%,99.99973,-,ServAdv
CAS-2015-C04,2015-10-21,RMBS,CAS-2015-C04,USOA,CAS,1M-1,USD,242.553,2.42,-,-,-,BBB-,BBB,-,-,-,-,Floating,1mL,-,-,160,1mL+160,-,100.00000,-,CRT
CAS-2015-C04,2015-10-21,RMBS,CAS-2015-C04,USOA,CAS,2M-2,USD,396.988,7.17,-,-,-,NR,NR,-,-,-,-,Floating,1mL,-,-,555,1mL+555,-,100.00000,-,CRT
CAS-2015-C04,2015-10-21,RMBS,CAS-2015-C04,USOA,CAS,2M-1,USD,155.343,2.35,-,-,-,BBB-,BBB(L),-,-,-,-,Floating,1mL,-,-,170,1mL+170,-,100.00000,-,CRT
CAS-2015-C04,2015-10-21,RMBS,CAS-2015-C04,USOA,CAS,1M-2,USD,651.064,7.57,-,-,-,NR,NR,-,-,-,-,Floating,1mL,-,-,570,1mL+570,-,100.00000,-,CRT
CAFL-2015-1,2015-10-22,RMBS,CAFL-2015-1,USOA,CAFL,E,USD,5.986,4.88,-,NR,-,-,-,BBB-,BBB,-,-,Fixed,Swaps,-,-,525,6.56%,6.588%,99.99743,-,SFR
CAFL-2015-1,2015-10-22,RMBS,CAFL-2015-1,USOA,CAFL,G,USD,6.301,4.88,-,NR,-,-,-,NR,NR,-,-,-,-,-,-,-,-,-,Retained,-,SFR
CAFL-2015-1,2015-10-22,RMBS,CAFL-2015-1,USOA,CAFL,D,USD,21.421,4.88,-,NR,-,-,-,BBB,BBB+,-,-,Fixed,Swaps,-,-,475,5.65%,6.088%,98.24789,-,SFR
VOLT-2015-NPL13,2015-10-22,RMBS,VOLT-2015-NPL13,USOA,VOLT,A-2,USD,56.554,2.91,-,-,-,-,-,-,-,-,-,Fixed,-,-,-,-,4.88%,5.750%,-,-,NonPerforming
VOLT-2015-NPL13,2015-10-22,RMBS,VOLT-2015-NPL13,USOA,VOLT,A-1,USD,301.623,1.09,-,-,-,-,-,-,-,-,-,Fixed,-,-,-,-,4.13%,4.250%,-,-,NonPerforming
CAFL-2015-1,2015-10-22,RMBS,CAFL-2015-1,USOA,CAFL,B,USD,14.491,4.85,-,NR,-,-,-,AA,AA+,-,-,Fixed,Swaps,-,-,242,3.76%,3.753%,99.99997,-,SFR
CAFL-2015-1,2015-10-22,RMBS,CAFL-2015-1,USOA,CAFL,A,USD,168.222,4.06,-,Aaa,-,-,-,AAA,AAA,-,-,Fixed,Swaps,-,-,170,2.90%,2.884%,99.99878,-,SFR
CAFL-2015-1,2015-10-22,RMBS,CAFL-2015-1,USOA,CAFL,C,USD,14.176,4.88,-,NR,-,-,-,A,AA+,-,-,Fixed,Swaps,-,-,350,4.83%,4.838%,99.99880,-,SFR
CAFL-2015-1,2015-10-22,RMBS,CAFL-2015-1,USOA,CAFL,F,USD,8.505,4.88,-,NR,-,-,-,NR,NR,-,-,-,-,-,-,-,-,-,Retained,-,SFR
TPMT-2015-5,2015-10-23,RMBS,TPMT-2015-5,USOA,TPMT,A1B,USD,592.750,3.11,-,Aaa,-,AAA,AAA,-,-,-,-,Fixed,Tsy,-,-,-,2.75%,-,-,-,Performing
PROG-2015-SFR3,2015-10-23,RMBS,PROG-2015-SFR3,USOA,PROG,F,USD,41.536,5.03,-,NR,-,-,-,BB,NR,-,-,Fixed,Swaps,-,-,525,6.64%,6.687%,99.99877,-,SFR
PROG-2015-SFR3,2015-10-23,RMBS,PROG-2015-SFR3,USOA,PROG,E,USD,50.438,5.03,-,NR,-,-,-,BBB-,BBB,-,-,Fixed,Swaps,-,-,425,5.66%,5.687%,99.99819,-,SFR
PROG-2015-SFR3,2015-10-23,RMBS,PROG-2015-SFR3,USOA,PROG,D,USD,34.117,5.03,-,Baa2,-,-,-,BBB+,BBB+,-,-,Fixed,Swaps,-,-,325,4.67%,4.687%,99.99604,-,SFR
PROG-2015-SFR3,2015-10-23,RMBS,PROG-2015-SFR3,USOA,PROG,C,USD,29.668,5.03,-,A2,-,-,-,A-,A+,-,-,Fixed,Swaps,-,-,290,4.33%,4.337%,99.99670,-,SFR
PROG-2015-SFR3,2015-10-23,RMBS,PROG-2015-SFR3,USOA,PROG,B,USD,40.051,5.03,-,Aa2,-,-,-,AA,AA+,-,-,Fixed,Swaps,-,-,230,3.73%,3.737%,99.99877,-,SFR
PROG-2015-SFR3,2015-10-23,RMBS,PROG-2015-SFR3,USOA,PROG,A,USD,231.417,5.03,-,Aaa,-,-,-,AAA,AAA,-,-,Fixed,Swaps,-,-,163,3.07%,3.067%,99.99602,-,SFR
TPMT-2015-5,2015-10-23,RMBS,TPMT-2015-5,USOA,TPMT,A1,USD,592.750,3.11,-,Aaa,-,AAA,AAA,-,-,-,-,Fixed,Tsy,-,-,-,3.50%,-,-,-,Performing
GCAT-2015-NPL3,2015-10-30,RMBS,GCAT-2015-NPL3,USOA,GCAT,A-1,USD,116.997,1.31,-,-,-,-,-,-,-,-,-,Fixed,-,-,-,-,4.25%,4.375%,99.89183,-,NonPerforming
STACR-2015-DNA3,2015-11-03,RMBS,STACR-2015-DNA3,USOA,STACR,B,USD,100.000,9.96,-,-,-,NR,NR,-,-,-,-,Floating,1mL,950a,950a,935,1mL+935,9.542%,100.00000,-,CRT
STACR-2015-DNA3,2015-11-03,RMBS,STACR-2015-DNA3,USOA,STACR,M-1,USD,200.000,1.42,-,-,-,A-,A(H),-,-,-,-,Floating,1mL,140a,140a,135,1mL+135,1.542%,100.00000,-,CRT
STACR-2015-DNA3,2015-11-03,RMBS,STACR-2015-DNA3,USOA,STACR,M-3,USD,330.000,9.08,-,-,-,B,NR,-,-,-,-,Floating,1mL,485,490,470,1mL+470,4.892%,100.00000,-,CRT
STACR-2015-DNA3,2015-11-03,RMBS,STACR-2015-DNA3,USOA,STACR,M-2,USD,440.000,4.35,-,-,-,BBB-,BBB,-,-,-,-,Floating,1mL,290a,290a,285,1mL+285,3.042%,100.00000,-,CRT
PRET-2015-NPL4,2015-11-06,RMBS,PRET-2015-NPL4,USOA,PRET,A-2,USD,35.887,1.96,-,-,-,-,-,-,-,-,-,Fixed,-,-,-,-,-,-,-,-,NonPerforming
PRET-2015-NPL4,2015-11-06,RMBS,PRET-2015-NPL4,USOA,PRET,A-1,USD,187.410,1.17,-,-,-,-,-,-,-,-,-,Fixed,-,-,-,-,-,-,-,-,NonPerforming
OMART-2015-T2,2015-11-06,RMBS,OMART-2015-T2,USOA,OMART,D,USD,22.816,1.01,-,-,BBB,-,-,-,-,-,-,Fixed,EDSF,-,-,365,4.26%,4.296%,99.99991,-,ServAdv
OMART-2015-T2,2015-11-06,RMBS,OMART-2015-T2,USOA,OMART,C,USD,8.113,1.01,-,-,A,-,-,-,-,-,-,Fixed,EDSF,-,-,315,3.77%,3.796%,99.99965,-,ServAdv
OMART-2015-T3,2015-11-06,RMBS,OMART-2015-T3,USOA,OMART,A,USD,310.195,2.01,-,-,AAA,-,-,-,-,-,-,Fixed,Swaps,-,-,225,3.21%,3.233%,99.99913,-,ServAdv
OMART-2015-T3,2015-11-06,RMBS,OMART-2015-T3,USOA,OMART,B,USD,17.695,2.01,-,-,AA,-,-,-,-,-,-,Fixed,Swaps,-,-,275,3.70%,3.733%,99.99940,-,ServAdv
OMART-2015-T3,2015-11-06,RMBS,OMART-2015-T3,USOA,OMART,C,USD,19.262,2.01,-,-,A,-,-,-,-,-,-,Fixed,Swaps,-,-,325,4.20%,4.233%,99.99968,-,ServAdv
OMART-2015-T3,2015-11-06,RMBS,OMART-2015-T3,USOA,OMART,D,USD,52.848,2.01,-,-,BBB,-,-,-,-,-,-,Fixed,Swaps,-,-,375,4.69%,4.733%,99.99996,-,ServAdv
OMART-2015-T2,2015-11-06,RMBS,OMART-2015-T2,USOA,OMART,B,USD,7.098,1.01,-,-,AA,-,-,-,-,-,-,Fixed,EDSF,-,-,275,3.37%,3.396%,99.99976,-,ServAdv
OMART-2015-T2,2015-11-06,RMBS,OMART-2015-T2,USOA,OMART,A,USD,161.973,1.01,-,-,AAA,-,-,-,-,-,-,Fixed,EDSF,-,-,190,2.53%,2.546%,99.99939,-,ServAdv
B2RM-2015-2,2015-11-10,RMBS,B2RM-2015-2,USOA,B2RM,H,USD,6.019,9.90,-,-,-,NR,-,-,NR,-,-,Fixed,-,-,-,-,-,-,Retained,-,SFR
B2RM-2015-2,2015-11-10,RMBS,B2RM-2015-2,USOA,B2RM,F,USD,14.296,9.89,-,-,-,NR,-,-,BB-,-,-,Fixed,-,-,-,-,-,-,Retained,-,SFR
B2RM-2015-2,2015-11-10,RMBS,B2RM-2015-2,USOA,B2RM,E,USD,13.544,9.86,-,-,-,NR,-,-,BBB-,-,-,Fixed,-,-,-,550,5.49%,7.713%,87.23340,-,SFR
B2RM-2015-2,2015-11-10,RMBS,B2RM-2015-2,USOA,B2RM,A,USD,191.871,4.55,-,-,-,AAA,-,-,AAA,-,-,Fixed,-,-,-,175,3.34%,3.328%,99.99930,-,SFR
B2RM-2015-2,2015-11-10,RMBS,B2RM-2015-2,USOA,B2RM,B,USD,31.226,7.54,-,-,-,AA-,-,-,AA-,-,-,Fixed,-,-,-,240,4.87%,4.405%,102.99830,-,SFR
B2RM-2015-2,2015-11-10,RMBS,B2RM-2015-2,USOA,B2RM,G,USD,3.762,9.89,-,-,-,NR,-,-,B-,-,-,Fixed,-,-,-,-,-,-,Retained,-,SFR
B2RM-2015-2,2015-11-10,RMBS,B2RM-2015-2,USOA,B2RM,D,USD,22.573,9.74,-,-,-,BBB-,-,-,BBB,-,-,Fixed,-,-,-,475,5.49%,6.953%,92.18530,-,SFR
B2RM-2015-2,2015-11-10,RMBS,B2RM-2015-2,USOA,B2RM,C,USD,17.682,9.52,-,-,-,A-,-,-,A-,-,-,Fixed,-,-,-,360,5.49%,5.785%,100.28800,-,SFR
FWLS-2015-SC02,2015-11-15,RMBS,FWLS-2015-SC02,USOA,FWLS,B,USD,6.347,16.28,-,NR,-,-,-,-,-,-,-,-,-,-,-,-,3.70%,-,46.61000,-,CRT
FWLS-2015-SC02,2015-11-15,RMBS,FWLS-2015-SC02,USOA,FWLS,1-A,USD,363.870,6.86,-,NR,-,-,-,-,-,-,-,-,-,-,-,-,3.00%,-,98.67000,-,CRT
FWLS-2015-SC02,2015-11-15,RMBS,FWLS-2015-SC02,USOA,FWLS,2-A,USD,229.518,6.91,-,NR,-,-,-,-,-,-,-,-,-,-,-,-,3.50%,-,101.27000,-,CRT
FWLS-2015-SC02,2015-11-15,RMBS,FWLS-2015-SC02,USOA,FWLS,M-1,USD,22.213,2.74,-,A2,-,-,-,-,-,-,-,Fixed,Swaps,-,-,-,3.70%,-,101.00000,-,CRT
FWLS-2015-SC02,2015-11-15,RMBS,FWLS-2015-SC02,USOA,FWLS,M-2,USD,6.346,7.56,-,Baa2,-,-,-,-,-,-,-,Fixed,Swaps,-,-,-,3.70%,-,85.57000,-,CRT
FWLS-2015-SC02,2015-11-15,RMBS,FWLS-2015-SC02,USOA,FWLS,M-3,USD,6.347,11.34,-,Ba1,-,-,-,-,-,-,-,Fixed,Swaps,-,-,-,3.70%,-,67.17000,-,CRT
NHLT-2015-2,2015-11-19,RMBS,NHLT-2015-2,USOA,NHLT,A,USD,148.690,1.30,-,Aaa,-,-,-,-,-,-,-,Fixed,-,-,-,-,2.88%,-,-,-,NonPerforming
NHLT-2015-2,2015-11-19,RMBS,NHLT-2015-2,USOA,NHLT,M2,USD,22.870,3.00,-,Ba2,-,-,-,-,-,-,-,Fixed,-,-,-,-,6.66%,-,-,-,NonPerforming
NHLT-2015-2,2015-11-19,RMBS,NHLT-2015-2,USOA,NHLT,M1,USD,45.750,3.00,-,A3,-,-,-,-,-,-,-,Fixed,-,-,-,-,4.11%,-,-,-,NonPerforming
NRART-2015-T3,2015-11-20,RMBS,NRART-2015-T3,USOA,NRART,A,USD,320.431,0.98,-,-,AAA,-,-,-,-,-,-,Fixed,EDSF,-,-,190,2.54%,2.554%,99.99994,-,ServAdv
NRART-2015-T3,2015-11-20,RMBS,NRART-2015-T3,USOA,NRART,E,USD,6.470,0.98,-,-,BB,-,-,-,-,-,-,Fixed,EDSF,-,-,485,5.20%,5.504%,99.99993,-,ServAdv
MCMLT-2015-1,2015-11-20,RMBS,MCMLT-2015-1,USOA,MCMLT,A4,USD,39.240,9.70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Retained,-,Performing
MCMLT-2015-1,2015-11-20,RMBS,MCMLT-2015-1,USOA,MCMLT,A3,USD,75.000,7.08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Retained,-,Performing
MCMLT-2015-1,2015-11-20,RMBS,MCMLT-2015-1,USOA,MCMLT,A2,USD,75.000,4.20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Retained,-,Performing
MCMLT-2015-1,2015-11-20,RMBS,MCMLT-2015-1,USOA,MCMLT,A1,USD,100.000,1.42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Performing
NRART-2015-T3,2015-11-20,RMBS,NRART-2015-T3,USOA,NRART,C,USD,14.447,0.98,-,-,A,-,-,-,-,-,-,Fixed,EDSF,-,-,315,3.77%,3.804%,99.99991,-,ServAdv
NRART-2015-T3,2015-11-20,RMBS,NRART-2015-T3,USOA,NRART,B,USD,13.369,0.98,-,-,AA,-,-,-,-,-,-,Fixed,EDSF,-,-,260,3.23%,3.254%,99.99993,-,ServAdv
NRART-2015-T4,2015-11-20,RMBS,NRART-2015-T4,USOA,NRART,B,USD,15.695,1.98,-,-,-,-,-,-,-,-,-,Fixed,Swaps,-,-,-,-,-,-,-,ServAdv
NRART-2015-T4,2015-11-20,RMBS,NRART-2015-T4,USOA,NRART,A,USD,302.125,1.98,-,-,-,-,-,-,-,-,-,Fixed,Swaps,-,-,-,-,-,-,-,ServAdv
NRART-2015-T4,2015-11-20,RMBS,NRART-2015-T4,USOA,NRART,C,USD,18.965,1.98,-,-,-,-,-,-,-,-,-,Fixed,Swaps,-,-,-,-,-,-,-,ServAdv
NRART-2015-T4,2015-11-20,RMBS,NRART-2015-T4,USOA,NRART,D,USD,55.586,1.98,-,-,-,-,-,-,-,-,-,Fixed,Swaps,-,-,-,-,-,-,-,ServAdv
NRART-2015-T4,2015-11-20,RMBS,NRART-2015-T4,USOA,NRART,E,USD,7.629,1.98,-,-,-,-,-,-,-,-,-,Fixed,Swaps,-,-,-,-,-,-,-,ServAdv
NRART-2015-T3,2015-11-20,RMBS,NRART-2015-T3,USOA,NRART,D,USD,45.283,0.98,-,-,BBB,-,-,-,-,-,-,Fixed,EDSF,-,-,365,4.27%,4.304%,99.99993,-,ServAdv
TPMT-2015-6,2015-11-23,RMBS,TPMT-2015-6,USOA,TPMT,A1,USD,288.000,3.45,-,Aaa,-,AAA,AAA,-,-,-,-,Fixed,Swaps,-,-,175,3.50%,3.051%,101.26871,-,Performing
TPMT-2015-6,2015-11-23,RMBS,TPMT-2015-6,USOA,TPMT,A1B,USD,227.247,3.45,-,Aaa,-,AAA,AAA,-,-,-,-,Fixed,Swaps,-,-,170,2.75%,3.001%,99.07015,-,Performing
STACR-2015-HQA2,2015-12-03,RMBS,STACR-2015-HQA2,USOA,STACR,M-3,USD,195.000,9.04,-,-,-,B,-,B+,-,-,-,Floating,1mL,480,495,480,1mL+480,5.051%,100.00000,-,CRT
STACR-2015-HQA2,2015-12-03,RMBS,STACR-2015-HQA2,USOA,STACR,M-1,USD,100.000,1.29,-,-,-,A-,-,A,-,-,-,Floating,1mL,125,135,115,1mL+115,1.401%,100.00000,-,CRT
STACR-2015-HQA2,2015-12-03,RMBS,STACR-2015-HQA2,USOA,STACR,M-2,USD,245.000,4.16,-,-,-,BBB-,-,BBB,-,-,-,Floating,1mL,285,300,280,1mL+280,3.051%,100.00000,-,CRT
STACR-2015-HQA2,2015-12-03,RMBS,STACR-2015-HQA2,USOA,STACR,B,5,USD,50.000,-,9.96,-,-,NR,-,NR,-,-,-,Floating,1mL,1mL,1050a,1050,1mL+1050,BAD_DATA,-,CRT
VOLT-2015-NPL14,2015-12-08,RMBS,VOLT-2015-NPL14,USOA,VOLT,A-1,USD,395.698,0.94,-,-,-,-,-,-,-,-,-,Fixed,-,-,-,-,4.38%,4.500%,99.92399,-,NonPerforming
VOLT-2015-NPL14,2015-12-08,RMBS,VOLT-2015-NPL14,USOA,VOLT,A-2,USD,84.191,2.77,-,-,-,-,-,-,-,-,-,Fixed,-,-,-,-,4.88%,6.125%,97.01257,-,NonPerforming
SPART-2015-T2,2015-12-10,RMBS,SPART-2015-T2,USOA,SPART,B-T2,USD,20.025,1.08,-,-,AA,-,-,-,-,-,-,Fixed,EDSF,-,-,245,3.22%,3.242%,99.99966,-,ServAdv
SPART-2015-T2,2015-12-10,RMBS,SPART-2015-T2,USOA,SPART,C-T2,USD,21.893,1.08,-,-,A,-,-,-,-,-,-,Fixed,EDSF,-,-,298,3.74%,3.772%,99.99714,-,ServAdv
SPART-2015-T3,2015-12-10,RMBS,SPART-2015-T3,USOA,SPART,D-T3,USD,28.779,1.58,-,-,BBB,-,-,-,-,-,-,Fixed,EDSF,-,-,353,4.43%,4.474%,99.99564,-,ServAdv
