,Issuance_Date,Asset_Class,Deal_Name,Region,Ticker,Tranche,Currency,Size(M),WAL,WALX,Moodys,S&P,Fitch,DBRS,Kroll,MorningStar,C/E,LTV,TYPE,Bench,Guidance-L,Guidance-H,Spread,Coupon,Yield,Issue_Price,PricingSpeed,Market_Type
AHMAT-2009-ADV1,2009-06-02,RMBS,AHMAT-2009-ADV1,USOA,AHMAT,A2,USD,550.000,0.40,-,Aaa,AAA,-,-,-,-,-,-,Floating,-,-,-,275,1mL+275,-,100.00000,-,ServAdv
AHMAT-2009-ADV3,2009-10-01,RMBS,AHMAT-2009-ADV3,USOA,AHMAT,A,USD,600.000,1.99,-,-,AAA,AAA,-,-,-,-,-,Floating,1mL,-,-,-,1mL+195,-,100.00000,-,ServAdv
SMHL-2010-2,2010-07-10,RMBS,SMHL-2010-2,USOA,SMHL,A1,USD,335.000,1.54,-,-,AAA,AAA,-,-,-,-,-,Floating,3mL,-,-,120,1.44%,-,-,-,AUS
AHMAT-2010-ADV1,2010-08-06,RMBS,AHMAT-2010-ADV1,USOA,AHMAT,B1,USD,50.000,2.00,-,-,BBB,BBB,-,-,-,-,-,Fixed,-,-,-,-,-,-,-,-,ServAdv
AHMAT-2010-ADV1,2010-08-06,RMBS,AHMAT-2010-ADV1,USOA,AHMAT,A1,USD,200.000,2.00,-,-,AAA,AAA,-,-,-,-,-,Fixed,Swaps,-,-,-,3.97%,3.970%,100.00000,-,ServAdv
AHMAT-2010-ADV2,2010-11-05,RMBS,AHMAT-2010-ADV2,USOA,AHMAT,B1,USD,100.000,0.50,-,-,AAA,AAA,-,-,-,-,-,Fixed,-,-,-,-,8.83%,9.000%,99.99709,-,ServAdv
AHMAT-2010-ADV2,2010-11-05,RMBS,AHMAT-2010-ADV2,USOA,AHMAT,A1,USD,475.000,0.50,-,-,AAA,AAA,-,-,-,-,-,Fixed,-,-,-,-,4.21%,4.250%,99.99856,-,ServAdv
AHMSART-2011-1,2011-05-05,RMBS,AHMSART-2011-1,USOA,AHMSART,A1,USD,325.000,1.00,-,-,AAA,-,AAA,-,-,-,-,Fixed,Swaps,-,-,-,2.63%,2.650%,99.99459,-,ServAdv
AHMSART-2011-1,2011-05-05,RMBS,AHMSART-2011-1,USOA,AHMSART,A2,USD,325.000,2.00,-,-,AAA,-,AAA,-,-,-,-,Fixed,Swaps,-,-,-,3.37%,3.400%,99.98810,-,ServAdv
AHMSART-2011-1,2011-05-05,RMBS,AHMSART-2011-1,USOA,AHMSART,B,USD,150.000,1.00,-,-,BBB,-,BBB,-,-,-,-,Fixed,-,-,-,-,5.92%,6.000%,99.98806,-,ServAdv
AHMSART-2011-1,2011-05-05,RMBS,AHMSART-2011-1,USOA,AHMSART,C,USD,50.000,2.00,-,-,BBB,-,-,-,-,-,-,Fixed,-,-,-,-,5.92%,7.000%,98.17403,-,ServAdv
VOLT-2011-NPL1,2011-07-18,RMBS,VOLT-2011-NPL1,USOA,VOLT,A-2,USD,50.000,1.21,-,-,-,-,-,-,-,-,-,Fixed,-,-,-,-,9.08%,9.250%,100.00000,-,NonPerforming
VOLT-2011-NPL1,2011-07-18,RMBS,VOLT-2011-NPL1,USOA,VOLT,A-1,USD,117.000,0.59,-,-,-,-,-,-,-,-,-,Fixed,-,-,-,-,5.93%,6.000%,100.00000,-,NonPerforming
AHMSART-2011-2,2011-08-25,RMBS,AHMSART-2011-2,USOA,AHMSART,FVN,USD,150.000,-,-,-,AAA,-,-,-,-,-,-,Fixed,-,-,-,-,-,-,-,-,ServAdv
AHMSART-2011-2,2011-08-25,RMBS,AHMSART-2011-2,USOA,AHMSART,B1,USD,70.000,2.04,-,-,BBB,-,-,-,-,-,-,Fixed,Swaps,-,-,-,-,7.000%,99.99884,-,ServAdv
AHMSART-2011-2,2011-08-25,RMBS,AHMSART-2011-2,USOA,AHMSART,A1,USD,180.000,2.04,-,-,AAA,-,-,-,-,-,-,Fixed,Swaps,-,-,-,-,3.300%,99.98489,-,ServAdv
NRMBS-2011-2,2011-09-28,RMBS,NRMBS-2011-2,USOA,NRMBS,A1,USD,401.000,2.00,-,-,-,-,-,-,-,-,-,Floating,3mL,-,-,115,1.92%,-,-,-,AUS
SMHL-2012-1,2012-04-23,RMBS,SMHL-2012-1,USOA,SMHL,A1,USD,420.000,0.90,-,-,-,-,-,-,-,-,-,Floating,3mL,-,-,40,0.60%,-,-,-,AUS
AHMAT-2012-1,2012-05-03,RMBS,AHMAT-2012-1,USOA,AHMAT,A,USD,325.000,1.00,-,-,AAA,-,-,-,-,-,-,Fixed,-,-,-,-,2.23%,2.250%,99.99056,-,ServAdv
RESI-2012-1,2012-06-14,RMBS,RESI-2012-1,APAC,RESI,A1a,USD,250.000,0.98,-,-,-,-,-,-,-,-,-,Floating,1mL,-,-,50,0.70%,-,-,-,AUS
HSART-2012-T2,2012-10-10,RMBS,HSART-2012-T2,USOA,HSART,D2,USD,14.800,2.99,-,-,A,-,-,-,-,-,-,Fixed,-,-,-,-,4.94%,5.000%,99.97589,-,ServAdv
HSART-2012-T2,2012-10-10,RMBS,HSART-2012-T2,USOA,HSART,D1,USD,8.220,0.99,-,-,BBB,-,-,-,-,-,-,Fixed,-,-,-,-,3.96%,4.000%,99.99315,-,ServAdv
HSART-2012-T2,2012-10-10,RMBS,HSART-2012-T2,USOA,HSART,C2,USD,16.030,2.99,-,-,A,-,-,-,-,-,-,Fixed,-,-,-,-,3.96%,4.000%,99.98011,-,ServAdv
HSART-2012-T2,2012-10-10,RMBS,HSART-2012-T2,USOA,HSART,C1,USD,8.900,0.99,-,-,A,-,-,-,-,-,-,Fixed,Swaps,-,-,-,3.22%,3.250%,99.99200,-,ServAdv
HSART-2012-T2,2012-10-10,RMBS,HSART-2012-T2,USOA,HSART,B2,USD,32.050,2.99,-,-,AA,-,-,-,-,-,-,Fixed,Swaps,-,-,-,2.48%,2.500%,99.97961,-,ServAdv
HSART-2012-T2,2012-10-10,RMBS,HSART-2012-T2,USOA,HSART,B1,USD,17.810,0.99,-,-,AA,-,-,-,-,-,-,Fixed,-,-,-,-,1.74%,1.750%,99.99641,-,ServAdv
HSART-2012-T2,2012-10-10,RMBS,HSART-2012-T2,USOA,HSART,A2,USD,387.120,2.99,-,-,AAA,-,-,-,-,-,-,Fixed,-,-,-,-,1.99%,2.000%,99.99502,-,ServAdv
HSART-2012-T2,2012-10-10,RMBS,HSART-2012-T2,USOA,HSART,A1,USD,215.070,0.99,-,-,AAA,-,-,-,-,-,-,Fixed,-,-,-,-,1.34%,1.350%,99.99386,-,ServAdv
IDOL-2012-2,2012-10-10,RMBS,IDOL-2012-2,USOA,IDOL,A1,USD,280.260,2.40,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,100,2.02%,-,-,-,AUS
Gosforth-2012-2,2012-11-19,RMBS,Gosforth-2012-2,USOA,Gosforth,A1a,USD,"1,587.500",-,-,Aaa,-,AAA,-,-,-,-,-,Floating,3mL,-,-,47,3m£L+47,-,100.00000,-,UK
Gosforth-2012-2,2012-11-19,RMBS,Gosforth-2012-2,USOA,Gosforth,A1b,USD,"1,077.436",-,-,Aaa,-,AAA,-,-,-,-,-,Floating,3mL,-,-,47,3m£L+47,-,100.00000,-,UK
Gosforth-2012-2,2012-11-19,RMBS,Gosforth-2012-2,USOA,Gosforth,A2,USD,"1,621.314",-,-,Aaa,-,AAA,-,-,-,-,-,Floating,3mL,-,-,80,3m£L+80,-,100.00000,-,UK
Gosforth-2012-2,2012-11-19,RMBS,Gosforth-2012-2,USOA,Gosforth,M,USD,139.859,-,-,Aa2,-,AA,-,-,-,-,-,Floating,3mL,-,-,100,3m£L+100,-,100.00000,-,UK
Gosforth-2012-2,2012-11-19,RMBS,Gosforth-2012-2,USOA,Gosforth,Z,USD,233.045,-,-,NR,-,NR,-,-,-,-,-,-,-,-,-,-,-,-,100.00000,-,UK
BOMFT-2012-6NPL,2013-01-09,RMBS,BOMFT-2012-6NPL,USOA,BOMFT,EQ,USD,31.510,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NonPerforming
BOMFT-2012-6NPL,2013-01-09,RMBS,BOMFT-2012-6NPL,USOA,BOMFT,A,USD,126.020,1.12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.98%,-,100.25000,-,NonPerforming
SEMT-2013-1,2013-01-15,RMBS,SEMT-2013-1,USOA,SEMT,B-3,USD,4.576,7.90,-,NR,-,BBB,-,NR,-,-,-,Floating,-,-,-,-,3.72%,-,-,-,PassThroughPrimeJumbo
SEMT-2013-1,2013-01-15,RMBS,SEMT-2013-1,USOA,SEMT,B-2,USD,6.764,7.90,-,NR,-,A,-,NR,-,-,-,Floating,-,-,-,-,3.72%,-,-,-,PassThroughPrimeJumbo
SEMT-2013-1,2013-01-15,RMBS,SEMT-2013-1,USOA,SEMT,1-A1,USD,151.646,3.91,-,Aaa,-,AAA,-,AAA,-,-,-,Floating,-,-,-,-,1.45%,-,-,-,PassThroughPrimeJumbo
SEMT-2013-1,2013-01-15,RMBS,SEMT-2013-1,USOA,SEMT,2-A2,USD,217.189,4.84,-,Aaa,-,AAA,-,AAA,-,-,-,Floating,-,-,-,-,1.86%,-,-,-,PassThroughPrimeJumbo
SEMT-2013-1,2013-01-15,RMBS,SEMT-2013-1,USOA,SEMT,B-1,USD,10.146,7.90,-,NR,-,AA,-,NR,-,-,-,Floating,-,-,-,-,3.72%,-,-,-,PassThroughPrimeJumbo
BOMFT-2012-8NPL,2013-02-22,RMBS,BOMFT-2012-8NPL,USOA,BOMFT,A,USD,101.600,1.55,-,-,-,-,-,-,-,-,-,Fixed,Swaps,-,-,-,3.23%,3.250%,100.00000,-,NonPerforming
RESI-2013-1,2013-03-19,RMBS,RESI-2013-1,APAC,RESI,A2,USD,300.000,-,-,-,-,-,-,-,-,-,-,Floating,1mL,-,-,35,0.51%,-,-,-,AUS
BOMFT-2013-1RPL,2013-04-04,RMBS,BOMFT-2013-1RPL,USOA,BOMFT,M,USD,7.000,2.98,-,-,-,-,-,-,-,-,-,Fixed,-,-,-,-,4.00%,-,-,-,NonPerforming
BOMFT-2013-1RPL,2013-04-04,RMBS,BOMFT-2013-1RPL,USOA,BOMFT,A,USD,53.000,2.31,-,-,-,-,-,-,-,-,-,Fixed,-,-,-,-,3.97%,-,-,-,NonPerforming
BOMFT-2013-2RPL,2013-04-11,RMBS,BOMFT-2013-2RPL,USOA,BOMFT,M,USD,30.000,2.95,-,-,-,-,-,-,-,-,-,Fixed,-,-,-,-,4.00%,5.500%,-,-,NonPerforming
BOMFT-2013-2RPL,2013-04-11,RMBS,BOMFT-2013-2RPL,USOA,BOMFT,A,USD,220.000,2.24,-,-,-,-,-,-,-,-,-,Fixed,-,-,-,-,3.72%,3.750%,-,-,NonPerforming
BOMFT-2013-3RPL,2013-05-13,RMBS,BOMFT-2013-3RPL,USOA,BOMFT,M,USD,30.000,2.95,-,-,-,-,-,-,-,-,-,Fixed,YLD,-,-,-,4.00%,5.000%,-,-,NonPerforming
BOMFT-2013-3RPL,2013-05-13,RMBS,BOMFT-2013-3RPL,USOA,BOMFT,A,USD,193.000,2.48,-,-,-,-,-,-,-,-,-,Fixed,YLD,-,-,-,3.72%,3.750%,-,-,NonPerforming
HSART-2013-T3,2013-05-17,RMBS,HSART-2013-T3,USOA,HSART,A3,USD,406.280,3.98,-,-,AAA,-,-,-,-,-,-,-,-,-,-,-,1.79%,1.800%,99.99968,-,ServAdv
HSART-2013-T2,2013-05-17,RMBS,HSART-2013-T2,USOA,HSART,D2,USD,12.330,1.98,-,-,BBB,-,-,-,-,-,-,-,-,-,-,-,2.39%,2.400%,99.99986,-,ServAdv
HSART-2013-T2,2013-05-17,RMBS,HSART-2013-T2,USOA,HSART,C2,USD,13.060,1.98,-,-,A,-,-,-,-,-,-,-,-,-,-,-,1.84%,1.850%,99.99981,-,ServAdv
HSART-2013-T2,2013-05-17,RMBS,HSART-2013-T2,USOA,HSART,B2,USD,26.270,1.98,-,-,AA,-,-,-,-,-,-,-,-,-,-,-,1.50%,1.500%,99.99995,-,ServAdv
HSART-2013-T2,2013-05-17,RMBS,HSART-2013-T2,USOA,HSART,A2,USD,323.340,1.98,-,-,AAA,-,-,-,-,-,-,-,-,-,-,-,1.15%,1.150%,99.99990,-,ServAdv
HSART-2013-T3,2013-05-17,RMBS,HSART-2013-T3,USOA,HSART,D3,USD,16.150,3.98,-,-,BBB,-,-,-,-,-,-,Fixed,Swaps,-,-,-,3.13%,3.150%,99.99996,-,ServAdv
HSART-2013-T3,2013-05-17,RMBS,HSART-2013-T3,USOA,HSART,C3,USD,17.220,3.98,-,-,A,-,-,-,-,-,-,-,-,-,-,-,2.39%,2.400%,99.99970,-,ServAdv
HSART-2013-T3,2013-05-17,RMBS,HSART-2013-T3,USOA,HSART,B3,USD,35.360,3.98,-,-,AA,-,-,-,-,-,-,-,-,-,-,-,2.14%,2.150%,99.99990,-,ServAdv
NMART-2013-T3,2013-06-04,RMBS,NMART-2013-T3,USOA,NMART,DT3,USD,4.300,5.04,-,-,BBB,-,-,-,-,-,-,Fixed,Swaps,-,-,-,3.82%,3.850%,99.99750,-,ServAdv
NMART-2013-T3,2013-06-04,RMBS,NMART-2013-T3,USOA,NMART,CT3,USD,6.100,5.04,-,-,A,-,-,-,-,-,-,Fixed,Swaps,-,-,-,2.98%,3.000%,99.99785,-,ServAdv
NMART-2013-T3,2013-06-04,RMBS,NMART-2013-T3,USOA,NMART,FT3,USD,1.700,5.04,-,-,B,-,-,-,-,-,-,Fixed,-,-,-,-,6.41%,6.500%,99.99617,-,ServAdv
NMART-2013-T3,2013-06-04,RMBS,NMART-2013-T3,USOA,NMART,AT3,USD,271.200,5.04,-,-,AAA,-,-,-,-,-,-,Fixed,Swaps,-,-,-,2.44%,2.612%,99.24581,-,ServAdv
NMART-2013-T1,2013-06-04,RMBS,NMART-2013-T1,USOA,NMART,CT1,USD,5.900,1.04,-,-,A,-,-,-,-,-,-,Fixed,-,-,-,-,1.59%,1.600%,99.99923,-,ServAdv
NMART-2013-T1,2013-06-04,RMBS,NMART-2013-T1,USOA,NMART,BT1,USD,12.400,1.04,-,-,AA,-,-,-,-,-,-,Fixed,EDSF,-,-,-,1.38%,1.383%,99.99993,-,ServAdv
NMART-2013-T1,2013-06-04,RMBS,NMART-2013-T1,USOA,NMART,AT1,USD,322.000,1.04,-,-,AAA,-,-,-,-,-,-,Fixed,EDSF,-,-,-,1.08%,1.083%,99.99939,-,ServAdv
NMART-2013-T1,2013-06-04,RMBS,NMART-2013-T1,USOA,NMART,FT1,USD,1.500,1.04,-,-,B,-,-,-,-,-,-,Fixed,-,-,-,-,4.95%,5.000%,99.99978,-,ServAdv
NMART-2013-T3,2013-06-04,RMBS,NMART-2013-T3,USOA,NMART,ET2,USD,3.900,5.04,-,-,BB,-,-,-,-,-,-,Fixed,-,-,-,-,5.93%,6.000%,99.99774,-,ServAdv
NMART-2013-T3,2013-06-04,RMBS,NMART-2013-T3,USOA,NMART,BT3,USD,12.800,5.04,-,-,AA,-,-,-,-,-,-,Fixed,-,-,-,-,2.83%,2.850%,99.99878,-,ServAdv
NMART-2013-T1,2013-06-04,RMBS,NMART-2013-T1,USOA,NMART,DT1,USD,4.100,1.04,-,-,BBB,-,-,-,-,-,-,Fixed,-,-,-,-,2.24%,2.250%,99.99935,-,ServAdv
NMART-2013-T2,2013-06-04,RMBS,NMART-2013-T2,USOA,NMART,AT2,USD,319.000,3.04,-,-,AAA,-,-,-,-,-,-,Fixed,Swaps,-,-,-,1.68%,1.685%,99.99960,-,ServAdv
NMART-2013-T1,2013-06-04,RMBS,NMART-2013-T1,USOA,NMART,ET1,USD,4.100,1.04,-,-,BB,-,-,-,-,-,-,Fixed,Swaps,-,-,-,3.72%,3.750%,99.99967,-,ServAdv
NMART-2013-T2,2013-06-04,RMBS,NMART-2013-T2,USOA,NMART,BT2,USD,13.500,3.04,-,-,AA,-,-,-,-,-,-,Fixed,-,-,-,-,1.99%,2.000%,99.99780,-,ServAdv
NMART-2013-T2,2013-06-04,RMBS,NMART-2013-T2,USOA,NMART,CT2,USD,6.500,3.04,-,-,A,-,-,-,-,-,-,Fixed,-,-,-,-,2.19%,2.200%,99.99994,-,ServAdv
NMART-2013-T2,2013-06-04,RMBS,NMART-2013-T2,USOA,NMART,DT2,USD,4.600,3.04,-,-,BBB,-,-,-,-,-,-,Fixed,-,-,-,-,2.73%,2.750%,99.99875,-,ServAdv
NMART-2013-T2,2013-06-04,RMBS,NMART-2013-T2,USOA,NMART,ET2,USD,4.400,3.04,-,-,BB,-,-,-,-,-,-,Fixed,-,-,-,-,4.95%,5.000%,99.99751,-,ServAdv
NMART-2013-T2,2013-06-04,RMBS,NMART-2013-T2,USOA,NMART,FT2,USD,2.000,3.04,-,-,B,-,-,-,-,-,-,Fixed,-,-,-,-,5.68%,5.750%,99.99846,-,ServAdv
BOMFT-2013-13NPL,2013-06-10,RMBS,BOMFT-2013-13NPL,USOA,BOMFT,A,USD,90.000,1.61,-,-,-,-,-,-,-,-,-,Fixed,YLD,-,-,-,3.72%,3.750%,-,-,NonPerforming
BOMFT-2013-13NPL,2013-06-10,RMBS,BOMFT-2013-13NPL,USOA,BOMFT,A,USD,90.000,1.61,-,-,-,-,-,-,-,-,-,Fixed,YLD,-,-,-,3.72%,3.750%,-,-,NonPerforming
WWOOD-2013-1,2013-06-24,RMBS,WWOOD-2013-1,USOA,WWOOD,M1,USD,27.654,0.48,-,-,-,-,-,-,-,-,-,Fixed,-,-,-,-,-,6.500%,-,-,Performing
WWOOD-2013-1,2013-06-24,RMBS,WWOOD-2013-1,USOA,WWOOD,A,USD,91.379,0.24,-,-,-,-,-,-,-,-,-,Fixed,-,-,-,-,-,4.000%,-,-,Performing
SAFT-2013-1,2013-06-27,RMBS,SAFT-2013-1,USOA,SAFT,A2,USD,50.000,4.62,-,-,AAA,AAA,AAA,AAA,-,-,-,Fixed,Swaps,-,-,-,3.50%,-,-,-,Performing
SAFT-2013-1,2013-06-27,RMBS,SAFT-2013-1,USOA,SAFT,A1,USD,158.810,4.62,-,-,AAA,AAA,AAA,AAA,-,-,-,Fixed,Swaps,-,-,-,3.75%,-,-,-,Performing
SAFT-2013-1,2013-06-27,RMBS,SAFT-2013-1,USOA,SAFT,B3,USD,5.873,8.33,-,-,BBB,BBB,BBB,BBB,-,-,-,Fixed,Swaps,-,-,-,4.08%,-,-,-,Performing
SAFT-2013-1,2013-06-27,RMBS,SAFT-2013-1,USOA,SAFT,B2,USD,5.090,8.33,-,-,A,A,A,A,-,-,-,Fixed,Swaps,-,-,-,4.08%,-,-,-,Performing
SAFT-2013-1,2013-06-27,RMBS,SAFT-2013-1,USOA,SAFT,A3,USD,25.841,4.62,-,-,AAA,AAA,AAA,AAA,-,-,-,Fixed,Swaps,-,-,-,3.75%,-,-,-,Performing
SAFT-2013-1,2013-06-27,RMBS,SAFT-2013-1,USOA,SAFT,B1,USD,5.220,8.33,-,-,AA,AA,AA,AA,-,-,-,Fixed,Swaps,-,-,-,4.08%,-,-,-,Performing
STACR-2013-DN1,2013-07-23,RMBS,STACR-2013-DN1,USOA,STACR,M-1,USD,250.000,2.18,-,-,-,-,-,-,-,-,-,Floating,1mL,-,-,340,1mL+340,3.590%,100.00000,-,CRT
STACR-2013-DN1,2013-07-23,RMBS,STACR-2013-DN1,USOA,STACR,M-2,USD,250.000,8.20,-,-,-,-,-,-,-,-,-,Floating,1mL,-,-,715,1mL+715,7.340%,100.00000,-,CRT
BOMFT-2013-14NPL,2013-07-24,RMBS,BOMFT-2013-14NPL,USOA,BOMFT,A,USD,128.200,1.80,-,-,-,-,-,-,-,-,-,Fixed,YLD,-,-,-,4.21%,4.250%,-,-,NonPerforming
HSART-2013-T4,2013-08-01,RMBS,HSART-2013-T4,USOA,HSART,DT4,USD,3.600,1.02,-,-,BBB,-,-,-,-,-,-,Fixed,EDSF,-,-,200,2.32%,2.336%,99.99993,-,ServAdv
HSART-2013-T4,2013-08-01,RMBS,HSART-2013-T4,USOA,HSART,CT4,USD,4.000,1.02,-,-,A,-,-,-,-,-,-,Fixed,EDSF,-,-,145,1.78%,1.786%,99.99998,-,ServAdv
HSART-2013-T4,2013-08-01,RMBS,HSART-2013-T4,USOA,HSART,BT4,USD,7.900,1.02,-,-,AA,-,-,-,-,-,-,Fixed,EDSF,-,-,120,1.53%,1.536%,99.99997,-,ServAdv
HSART-2013-T4,2013-08-01,RMBS,HSART-2013-T4,USOA,HSART,AT4,USD,184.500,1.02,-,-,AAA,-,-,-,-,-,-,Fixed,EDSF,-,-,85,1.18%,1.186%,99.99990,-,ServAdv
HSART-2013-T5,2013-08-01,RMBS,HSART-2013-T5,USOA,HSART,CT5,USD,4.500,3.02,-,-,A,-,-,-,-,-,-,Fixed,Swaps,-,-,170,2.52%,2.537%,99.99995,-,ServAdv
HSART-2013-T5,2013-08-01,RMBS,HSART-2013-T5,USOA,HSART,DT5,USD,4.100,3.02,-,-,BBB,-,-,-,-,-,-,Fixed,Swaps,-,-,250,3.31%,3.337%,99.99979,-,ServAdv
HSART-2013-T5,2013-08-01,RMBS,HSART-2013-T5,USOA,HSART,BT5,USD,9.300,3.02,-,-,AA,-,-,-,-,-,-,Fixed,Swaps,-,-,145,2.28%,2.287%,99.99972,-,ServAdv
HSART-2013-T5,2013-08-01,RMBS,HSART-2013-T5,USOA,HSART,AT5,USD,182.100,3.02,-,-,AAA,-,-,-,-,-,-,Fixed,Swaps,-,-,115,1.98%,1.987%,99.99989,-,ServAdv
PEPAU-2013-X,2013-08-14,RMBS,PEPAU-2013-X,USOA,PEPAU,A1U1,USD,250.000,1.00,-,-,-,-,-,-,-,-,-,Floating,1mL,-,-,35,0.51%,-,-,-,AUS
HSART-2013-T6,2013-09-12,RMBS,HSART-2013-T6,USOA,HSART,DT6,USD,6.300,0.99,-,-,BBB,-,-,-,-,-,-,Fixed,EDSF,-,-,190,2.23%,2.240%,100.00000,-,ServAdv
HSART-2013-T6,2013-09-12,RMBS,HSART-2013-T6,USOA,HSART,CT6,USD,7.000,0.99,-,-,A,-,-,-,-,-,-,Fixed,EDSF,-,-,140,1.73%,1.740%,99.99998,-,ServAdv
HSART-2013-T6,2013-09-12,RMBS,HSART-2013-T6,USOA,HSART,BT6,USD,13.800,0.99,-,-,AA,-,-,-,-,-,-,Fixed,EDSF,-,-,155,1.49%,1.490%,99.99991,-,ServAdv
HSART-2013-T6,2013-09-12,RMBS,HSART-2013-T6,USOA,HSART,AT6,USD,322.900,0.99,-,-,AAA,-,-,-,-,-,-,Fixed,EDSF,-,-,95,1.29%,1.290%,99.99996,-,ServAdv
PEPAU-2012-X,2013-10-18,RMBS,PEPAU-2012-X,USOA,PEPAU,A1U2,USD,125.000,1.01,-,-,-,-,-,-,-,-,-,Floating,1mL,-,-,30,0.45%,-,-,-,AUS
IHSFR-2013-SFR1,2013-10-31,RMBS,IHSFR-2013-SFR1,USOA,IHSFR,B,USD,34.300,-,-,-,-,-,-,AA,-,-,-,-,-,-,-,-,-,-,-,-,SFR
IHSFR-2013-SFR1,2013-10-31,RMBS,IHSFR-2013-SFR1,USOA,IHSFR,A,USD,278.700,-,-,-,-,-,-,AAA,-,-,-,-,-,-,-,-,-,-,-,-,SFR
IHSFR-2013-SFR1,2013-10-31,RMBS,IHSFR-2013-SFR1,USOA,IHSFR,E,USD,46.010,-,-,-,-,-,-,BBB-,-,-,-,-,-,-,-,-,-,-,-,-,SFR
IHSFR-2013-SFR1,2013-10-31,RMBS,IHSFR-2013-SFR1,USOA,IHSFR,C,USD,47.100,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,SFR
IHSFR-2013-SFR1,2013-10-31,RMBS,IHSFR-2013-SFR1,USOA,IHSFR,D,USD,31.500,-,-,-,-,-,-,BBB,-,-,-,-,-,-,-,-,-,-,-,-,SFR
IHSFR-2013-SFR1,2013-10-31,RMBS,IHSFR-2013-SFR1,USOA,IHSFR,F,USD,41.527,-,-,-,-,-,-,BB,-,-,-,-,-,-,-,-,-,-,-,-,SFR
STACR-2013-DN2,2013-11-07,RMBS,STACR-2013-DN2,USOA,STACR,M-2,USD,385.000,7.42,-,NR,-,NR,-,-,-,-,-,Floating,1mL,-,-,425,1mL+425,4.418%,100.00000,-,CRT
STACR-2013-DN2,2013-11-07,RMBS,STACR-2013-DN2,USOA,STACR,M-1,USD,245.000,1.59,-,Baa1,-,BBB-,-,-,-,-,-,Floating,1mL,-,-,145,1mL+145,1.618%,100.00000,-,CRT
HSART-2014-T2,2014-01-14,RMBS,HSART-2014-T2,USOA,HSART,B,USD,9.700,2.99,-,-,-,-,-,-,-,-,-,Fixed,Swaps,-,-,160,-,-,-,-,ServAdv
CAS-2014-C01,2014-01-14,RMBS,CAS-2014-C01,USOA,CAS,B,USD,375.000,8.17,-,-,-,-,-,-,-,-,-,Floating,1mL,-,-,440,1mL+440,-,100.00000,-,CRT
HSART-2014-T1,2014-01-14,RMBS,HSART-2014-T1,USOA,HSART,D,USD,11.200,0.99,-,-,-,-,-,-,-,-,-,Fixed,EDSF,-,-,200,-,-,-,-,ServAdv
HSART-2014-T1,2014-01-14,RMBS,HSART-2014-T1,USOA,HSART,C,USD,12.000,0.99,-,-,-,-,-,-,-,-,-,Fixed,EDSF,-,-,150,-,-,-,-,ServAdv
HSART-2014-T1,2014-01-14,RMBS,HSART-2014-T1,USOA,HSART,A3,USD,25.500,0.99,-,-,-,-,-,-,-,-,-,Fixed,EDSF,-,-,125,-,-,-,-,ServAdv
HSART-2014-T1,2014-01-14,RMBS,HSART-2014-T1,USOA,HSART,A1,USD,551.300,0.99,-,-,-,-,-,-,-,-,-,Fixed,EDSF,-,-,95,-,-,-,-,ServAdv
HSART-2014-T2,2014-01-14,RMBS,HSART-2014-T2,USOA,HSART,D,USD,4.500,2.99,-,-,-,-,-,-,-,-,-,Fixed,Swaps,-,-,225,-,-,-,-,ServAdv
HSART-2014-T2,2014-01-14,RMBS,HSART-2014-T2,USOA,HSART,C,USD,4.500,2.99,-,-,-,-,-,-,-,-,-,Fixed,Swaps,-,-,190,-,-,-,-,ServAdv
CAS-2014-C01,2014-01-14,RMBS,CAS-2014-C01,USOA,CAS,A,USD,375.000,2.16,-,-,-,-,-,-,-,-,-,Floating,1mL,-,-,160,1mL+160,-,100.00000,-,CRT
HSART-2014-T2,2014-01-14,RMBS,HSART-2014-T2,USOA,HSART,A2,USD,181.300,2.99,-,-,-,-,-,-,-,-,-,Fixed,Swaps,-,-,135,-,-,-,-,ServAdv
STACR-2014-DN1,2014-02-06,RMBS,STACR-2014-DN1,USOA,STACR,M-2,USD,360.000,4.79,-,-,-,-,-,-,-,-,-,Floating,1mL,-,-,220,1mL+220,2.355%,100.00000,-,CRT
STACR-2014-DN1,2014-02-06,RMBS,STACR-2014-DN1,USOA,STACR,M-1,USD,240.000,1.76,-,-,-,-,-,-,-,-,-,Floating,1mL,-,-,100,1mL+100,1.155%,100.00000,-,CRT
STACR-2014-DN1,2014-02-06,RMBS,STACR-2014-DN1,USOA,STACR,M-3,USD,408.000,9.44,-,-,-,-,-,-,-,-,-,Floating,1mL,-,-,450,1mL+450,4.655%,100.00000,-,CRT
VOLT-2014-NPL1,2014-02-20,RMBS,VOLT-2014-NPL1,USOA,VOLT,A-1,USD,346.700,1.21,-,-,-,-,-,-,-,-,-,Fixed,Swaps,3.625,3.75%,-,3.63%,3.653%,-,-,NonPerforming
VOLT-2014-NPL1,2014-02-20,RMBS,VOLT-2014-NPL1,USOA,VOLT,A-2,USD,88.600,2.97,-,-,-,-,-,-,-,-,-,Fixed,Swaps,6.00,6.25%,-,4.75%,5.750%,-,-,NonPerforming
