,Issuance_Date,Asset_Class,Deal_Name,Region,Ticker,Tranche,Currency,Size(M),WAL,WALX,Moodys,S&P,Fitch,DBRS,Kroll,MorningStar,C/E,LTV,TYPE,Bench,Guidance-L,Guidance-H,Spread,Coupon,Yield,Issue_Price,Market_Type
OBP-2010-OBP,2010-06-25,CMBS,OBP-2010-OBP,USOA,OBP,Cert,USD,650.000,10.02,-,-,AAA,AAA,-,-,AAA,-,-,Fixed,Swaps,-,-,150,4.65%,-,-,LLSASB
GSMS-2010-C1,2010-08-04,CMBS,GSMS-2010-C1,USOA,GSMS,A1,USD,232.000,4.96,-,Aaa,-,-,-,-,-,-,-,Fixed,Swaps,-,-,125,-,-,-,Conduit
GSMS-2010-C1,2010-08-04,CMBS,GSMS-2010-C1,USOA,GSMS,A2,USD,410.620,9.86,-,Aaa,-,-,-,-,-,-,-,Fixed,Swaps,-,-,135,-,-,-,Conduit
GSMS-2010-C1,2010-08-04,CMBS,GSMS-2010-C1,USOA,GSMS,B,USD,27.600,9.90,-,Aa2,-,-,-,-,-,-,-,Fixed,Swaps,-,-,190,-,-,-,Conduit
GSMS-2010-C1,2010-08-04,CMBS,GSMS-2010-C1,USOA,GSMS,C,USD,35.480,9.90,-,A2,-,-,-,-,-,-,-,Fixed,Swaps,-,-,265,-,-,-,Conduit
GSMS-2010-C1,2010-08-04,CMBS,GSMS-2010-C1,USOA,GSMS,D,USD,35.480,9.90,-,Baa3,-,-,-,-,-,-,-,Fixed,Swaps,-,-,400,-,-,-,Conduit
VNDO-2010-VNO,2010-08-10,CMBS,VNDO-2010-VNO,USOA,VNDO,C,USD,57.000,10.07,-,-,AA+,A,-,-,-,11.90%,39.0%,Fixed,Swaps,-,-,250,5.28%,-,-,LLSASB
VNDO-2010-VNO,2010-08-10,CMBS,VNDO-2010-VNO,USOA,VNDO,B,USD,38.700,10.07,-,-,AA+,AA,-,-,-,23.30%,34.0%,Fixed,Swaps,-,-,195,4.74%,-,-,LLSASB
VNDO-2010-VNO,2010-08-10,CMBS,VNDO-2010-VNO,USOA,VNDO,A2-FX,USD,304.300,10.07,-,-,AA+,AAA,-,-,-,31.00%,30.6%,Fixed,Swaps,-,-,135,4.00%,-,-,LLSASB
VNDO-2010-VNO,2010-08-10,CMBS,VNDO-2010-VNO,USOA,VNDO,A2-FL,USD,60.000,10.07,-,-,NR,-,-,-,-,-,30.6%,Fixed,Swaps,-,-,120,2.60%,-,-,LLSASB
VNDO-2010-VNO,2010-08-10,CMBS,VNDO-2010-VNO,USOA,VNDO,A1,USD,140.000,5.44,-,-,AA+,AAA,-,-,-,31.00%,30.6%,Fixed,Swaps,-,-,110,2.97%,-,-,LLSASB
VNDO-2010-VNO,2010-08-10,CMBS,VNDO-2010-VNO,USOA,VNDO,D,USD,60.000,10.07,-,-,AA+,BBB,-,-,-,-,44.3%,Fixed,Swaps,-,-,360,6.36%,-,-,LLSASB
JPMCC-2010-CNTR,2010-09-01,CMBS,JPMCC-2010-CNTR,USOA,JPMCC,A2,USD,272.100,9.89,-,Aaa,AAA,-,-,-,AAA,41.80%,24.0%,Fixed,Swaps,-,-,165,4.31%,-,-,LLSASB
JPMCC-2010-CNTR,2010-09-01,CMBS,JPMCC-2010-CNTR,USOA,JPMCC,B,USD,43.410,9.89,-,Aaa,AAA,-,-,-,AAA,29.10%,29.0%,Fixed,Swaps,-,-,250,5.02%,-,-,LLSASB
JPMCC-2010-CNTR,2010-09-01,CMBS,JPMCC-2010-CNTR,USOA,JPMCC,C,USD,38.630,9.89,-,Aaa,AA+,-,-,-,A+,17.80%,34.0%,Fixed,Swaps,-,-,300,5.51%,-,-,LLSASB
JPMCC-2010-CNTR,2010-09-01,CMBS,JPMCC-2010-CNTR,USOA,JPMCC,D,USD,60.460,9.89,-,A1,BBB+,-,-,-,BBB,-,41.0%,Fixed,Swaps,-,-,415,6.18%,-,-,LLSASB
JPMCC-2010-CNTR,2010-09-01,CMBS,JPMCC-2010-CNTR,USOA,JPMCC,X-A,USD,342.130,-,-,Aaa,AAA,-,-,-,AAA,-,-,-,-,-,-,-,1.87%,-,Int.,LLSASB
JPMCC-2010-CNTR,2010-09-01,CMBS,JPMCC-2010-CNTR,USOA,JPMCC,X-B,USD,82.040,-,-,Aaa,AA+,-,-,-,AAA,-,-,-,-,-,-,-,0.93%,-,Int.,LLSASB
JPMCC-2010-CNTR,2010-09-01,CMBS,JPMCC-2010-CNTR,USOA,JPMCC,A1,USD,70.030,5.49,-,NR,NR,-,-,-,-,-,24.0%,Fixed,Swaps,-,-,135,3.30%,-,-,LLSASB
FREMF-2010-KF35,2010-10-03,CMBS,FREMF-2010-KF35,USOA,FREMF,A,USD,"1,321.143",6.36,-,-,-,-,-,-,-,-,-,Floating,1mL,-,-,35,1mL+35,-,100.00000,Agency
FREMF-2010-KF35,2010-10-03,CMBS,FREMF-2010-KF35,USOA,FREMF,B,USD,36.698,6.41,-,-,-,-,-,-,-,-,-,Floating,1mL,-,-,275,1mL+275,-,100.00000,Agency
JPMCC-2010-C2,2010-10-07,CMBS,JPMCC-2010-C2,USOA,JPMCC,A2,USD,243.000,7.18,-,-,AAA,AAA,-,-,-,-,-,Fixed,Swaps,-,-,145,-,-,-,Conduit
JPMCC-2010-C2,2010-10-07,CMBS,JPMCC-2010-C2,USOA,JPMCC,A3,USD,390.000,9.79,-,-,AAA,AAA,-,-,-,-,-,Fixed,Swaps,-,-,150,-,-,-,Conduit
JPMCC-2010-C2,2010-10-07,CMBS,JPMCC-2010-C2,USOA,JPMCC,A1,USD,266.000,4.27,-,-,AAA,AAA,-,-,-,-,-,Fixed,Swaps,-,-,130,-,-,-,Conduit
COMM-2010-C1,2010-10-20,CMBS,COMM-2010-C1,USOA,COMM,C,USD,28.900,9.88,-,A2,-,A,-,-,-,-,-,Fixed,Swaps,-,-,310,-,-,-,Conduit
COMM-2010-C1,2010-10-20,CMBS,COMM-2010-C1,USOA,COMM,G,USD,12.900,9.88,-,B3,-,B-,-,-,-,-,-,-,-,-,-,-,-,-,-,Conduit
COMM-2010-C1,2010-10-20,CMBS,COMM-2010-C1,USOA,COMM,F,USD,12.900,9.88,-,B1,-,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,Conduit
COMM-2010-C1,2010-10-20,CMBS,COMM-2010-C1,USOA,COMM,E,USD,7.500,9.88,-,Ba2,-,BBB-,-,-,-,-,-,Fixed,Swaps,-,-,625,-,-,-,Conduit
COMM-2010-C1,2010-10-20,CMBS,COMM-2010-C1,USOA,COMM,D,USD,44.900,9.88,-,Baa3,-,BBB-,-,-,-,-,-,Fixed,Swaps,-,-,425,-,-,-,Conduit
COMM-2010-C1,2010-10-20,CMBS,COMM-2010-C1,USOA,COMM,B,USD,24.700,9.88,-,Aa2,-,AA,-,-,-,-,-,Fixed,Swaps,-,-,240,-,-,-,Conduit
COMM-2010-C1,2010-10-20,CMBS,COMM-2010-C1,USOA,COMM,A3,USD,179.500,9.62,-,Aaa,-,AAA,-,-,-,17.38%,-,Fixed,Swaps,-,-,140,-,-,-,Conduit
COMM-2010-C1,2010-10-20,CMBS,COMM-2010-C1,USOA,COMM,A2,USD,75.100,7.30,-,Aaa,-,AAA,-,-,-,17.38%,-,Fixed,Swaps,-,-,138,-,-,-,Conduit
COMM-2010-C1,2010-10-20,CMBS,COMM-2010-C1,USOA,COMM,A1D,USD,40.000,4.41,-,Aaa,-,AAA,-,-,-,17.38%,-,Fixed,Swaps,-,-,122,-,-,-,Conduit
COMM-2010-C1,2010-10-20,CMBS,COMM-2010-C1,USOA,COMM,A1,USD,413.200,4.41,-,Aaa,-,AAA,-,-,-,17.38%,-,Fixed,Swaps,-,-,130,-,-,-,Conduit
COMM-2010-C1,2010-10-20,CMBS,COMM-2010-C1,USOA,COMM,H,USD,17.140,9.88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Conduit
WFCM-2010-C1,2010-10-28,CMBS,WFCM-2010-C1,USOA,WFCM,G,USD,16.558,9.99,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Conduit
WFCM-2010-C1,2010-10-28,CMBS,WFCM-2010-C1,USOA,WFCM,F,USD,12.878,9.99,-,B2,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,Conduit
WFCM-2010-C1,2010-10-28,CMBS,WFCM-2010-C1,USOA,WFCM,B,USD,22.076,9.91,-,Aa2,-,AA,-,-,-,-,-,-,-,-,-,220,-,-,-,Conduit
WFCM-2010-C1,2010-10-28,CMBS,WFCM-2010-C1,USOA,WFCM,D,USD,34.034,9.93,-,Baa3,-,BBB,-,-,-,-,-,-,-,-,-,400,-,-,-,Conduit
WFCM-2010-C1,2010-10-28,CMBS,WFCM-2010-C1,USOA,WFCM,E,USD,13.797,9.99,-,Ba2,-,BBB-,-,-,-,-,-,-,-,-,-,-,-,-,-,Conduit
WFCM-2010-C1,2010-10-28,CMBS,WFCM-2010-C1,USOA,WFCM,A1,USD,162.000,5.05,-,Aaa,-,AAA,-,-,-,-,-,-,-,-,-,120,-,-,-,Conduit
WFCM-2010-C1,2010-10-28,CMBS,WFCM-2010-C1,USOA,WFCM,A2,USD,443.253,9.71,-,Aaa,-,AAA,-,-,-,-,-,-,-,-,-,135,-,-,-,Conduit
WFCM-2010-C1,2010-10-28,CMBS,WFCM-2010-C1,USOA,WFCM,X-B,USD,130.618,9.72,-,Aaa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Int.,Conduit
WFCM-2010-C1,2010-10-28,CMBS,WFCM-2010-C1,USOA,WFCM,X-A,USD,605.253,8.26,-,Aaa,-,AAA,-,-,-,-,-,-,-,-,-,-,-,-,Int.,Conduit
WFCM-2010-C1,2010-10-28,CMBS,WFCM-2010-C1,USOA,WFCM,C,USD,31.275,9.91,-,A2,-,A,-,-,-,-,-,-,-,-,-,290,-,-,-,Conduit
ESAT-2010-ESH,2010-11-03,CMBS,ESAT-2010-ESH,USOA,ESAT,A,USD,"1,200.000",4.71,-,-,-,-,AAA,-,AAA,-,-,Fixed,Swaps,-,-,165,-,-,-,LLSASB
ACRE-2010-ART,2010-12-09,CMBS,ACRE-2010-ART,USOA,ACRE,A2-FX,USD,150.330,10.08,-,-,AAA,AAA,-,-,AAA,45.00%,21.0%,Fixed,Swaps,-,-,170,4.95%,-,-,LLSASB
ACRE-2010-ART,2010-12-09,CMBS,ACRE-2010-ART,USOA,ACRE,B,USD,60.000,10.08,-,-,AA+,AA,-,-,AA,32.00%,26.0%,Fixed,Swaps,-,-,280,6.03%,-,-,LLSASB
ACRE-2010-ART,2010-12-09,CMBS,ACRE-2010-ART,USOA,ACRE,C,USD,62.400,10.08,-,-,AA-,A,-,-,A,18.00%,31.0%,Fixed,Swaps,-,-,360,6.81%,-,-,LLSASB
ACRE-2010-ART,2010-12-09,CMBS,ACRE-2010-ART,USOA,ACRE,D,USD,82.600,10.08,-,-,A-,BBB-,-,-,BBB-,-,37.0%,Fixed,Swaps,-,-,425,7.44%,-,-,LLSASB
ACRE-2010-ART,2010-12-09,CMBS,ACRE-2010-ART,USOA,ACRE,A2-FL,USD,87.600,10.08,-,-,AAA,AAA,-,-,AAA,45.00%,21.0%,Floating,1mL,-,-,150,3.06%,-,-,LLSASB
ACRE-2010-ART,2010-12-09,CMBS,ACRE-2010-ART,USOA,ACRE,A1,USD,157.070,5.53,-,-,AAA,AAA,-,-,AAA,45.00%,21.0%,Fixed,Swaps,-,-,160,3.85%,-,-,LLSASB
GSMS-2010-C2,2010-12-16,CMBS,GSMS-2010-C2,USOA,GSMS,A2,USD,376.000,9.84,-,Aaa,-,AAA,-,-,-,-,-,Fixed,Swaps,-,-,140,-,-,-,Conduit
GSMS-2010-C2,2010-12-16,CMBS,GSMS-2010-C2,USOA,GSMS,A1,USD,347.000,4.87,-,Aaa,-,AAA,-,-,-,-,-,Fixed,Swaps,-,-,130,-,-,-,Conduit
FRESPC-K-010,2011-01-20,CMBS,FRESPC-K-010,USOA,FRESPC,A1,USD,313.822,5.48,-,-,-,AAA,-,-,-,-,-,-,-,-,-,70,-,-,-,Agency
FRESPC-K-010,2011-01-20,CMBS,FRESPC-K-010,USOA,FRESPC,A2,USD,695.690,9.58,-,-,-,AAA,-,-,-,-,-,-,-,-,-,80,-,-,-,Agency
FRESPC-K-010,2011-01-20,CMBS,FRESPC-K-010,USOA,FRESPC,B,USD,68.466,9.71,-,-,-,A-,-,-,-,-,-,-,-,-,-,315,-,-,-,Agency
FRESPC-K-010,2011-01-20,CMBS,FRESPC-K-010,USOA,FRESPC,C,USD,87.404,9.76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Agency
FRESPC-K-010,2011-01-20,CMBS,FRESPC-K-010,USOA,FRESPC,X-3,USD,87.404,9.51,-,-,-,-,-,-,-,-,-,-,-,-,-,750,-,-,Int.,Agency
FRESPC-K-010,2011-01-20,CMBS,FRESPC-K-010,USOA,FRESPC,X-2,USD,"1,165.382",8.50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Int.,Agency
FRESPC-K-010,2011-01-20,CMBS,FRESPC-K-010,USOA,FRESPC,X-1,USD,"1,009.512",8.00,-,-,-,AAA,-,-,-,-,-,-,-,-,-,325,-,-,Int.,Agency
DBUBS-2011-LC1,2011-02-08,CMBS,DBUBS-2011-LC1,USOA,DBUBS,D,USD,48.960,-,-,Baa1,-,BBB+,-,-,-,-,-,-,-,-,-,250,-,-,-,Conduit
DBUBS-2011-LC1,2011-02-08,CMBS,DBUBS-2011-LC1,USOA,DBUBS,A2,USD,182.000,6.98,-,Aaa,-,AAA,-,-,-,19.50%,-,Fixed,Swaps,-,-,120,-,-,-,Conduit
DBUBS-2011-LC1,2011-02-08,CMBS,DBUBS-2011-LC1,USOA,DBUBS,A3,USD,459.800,9.70,-,Aaa,-,AAA,-,-,-,19.50%,-,Fixed,Swaps,-,-,120,-,-,-,Conduit
DBUBS-2011-LC1,2011-02-08,CMBS,DBUBS-2011-LC1,USOA,DBUBS,C,USD,81.600,-,-,A2,-,A,-,-,-,-,-,-,-,-,-,200,-,-,-,Conduit
DBUBS-2011-LC1,2011-02-08,CMBS,DBUBS-2011-LC1,USOA,DBUBS,E,USD,89.760,-,-,Baa3,-,BBB-,-,-,-,-,-,-,-,-,-,300,-,-,-,Conduit
DBUBS-2011-LC1,2011-02-08,CMBS,DBUBS-2011-LC1,USOA,DBUBS,F,USD,24.480,-,-,Ba2,-,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,Conduit
DBUBS-2011-LC1,2011-02-08,CMBS,DBUBS-2011-LC1,USOA,DBUBS,X-A,USD,"1,750.000",-,-,Aaa,-,AAA,-,-,-,-,-,-,-,-,-,-,-,-,Int.,Conduit
DBUBS-2011-LC1,2011-02-08,CMBS,DBUBS-2011-LC1,USOA,DBUBS,A1,USD,"1,100.000",4.62,-,Aaa,-,AAA,-,-,-,19.50%,-,Fixed,Swaps,-,-,115,-,-,-,Conduit
DBUBS-2011-LC1,2011-02-08,CMBS,DBUBS-2011-LC1,USOA,DBUBS,G,USD,40.800,-,-,B2,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,Conduit
DBUBS-2011-LC1,2011-02-08,CMBS,DBUBS-2011-LC1,USOA,DBUBS,B,USD,70.700,-,-,Aa2,-,AA,-,-,-,-,-,-,-,-,-,175,-,-,-,Conduit
MSC-2011-C1,2011-02-10,CMBS,MSC-2011-C1,USOA,MSC,J,USD,15.500,-,-,-,-,B+,-,-,-,-,-,-,-,-,-,-,-,-,-,Conduit
MSC-2011-C1,2011-02-10,CMBS,MSC-2011-C1,USOA,MSC,G,USD,15.480,-,-,-,BB,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,Conduit
MSC-2011-C1,2011-02-10,CMBS,MSC-2011-C1,USOA,MSC,H,USD,13.500,-,-,-,-,BB-,-,-,-,-,-,-,-,-,-,-,-,-,-,Conduit
MSC-2011-C1,2011-02-10,CMBS,MSC-2011-C1,USOA,MSC,D,USD,85.200,-,-,-,BBB,BBB,-,-,-,-,-,-,-,-,-,200,-,-,-,Conduit
MSC-2011-C1,2011-02-10,CMBS,MSC-2011-C1,USOA,MSC,K,USD,13.500,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,Conduit
MSC-2011-C1,2011-02-10,CMBS,MSC-2011-C1,USOA,MSC,L,USD,9.700,-,-,-,-,B-,-,-,-,-,-,-,-,-,-,-,-,-,-,Conduit
MSC-2011-C1,2011-02-10,CMBS,MSC-2011-C1,USOA,MSC,M,USD,19.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Conduit
MSC-2011-C1,2011-02-10,CMBS,MSC-2011-C1,USOA,MSC,X-A,USD,"1,190.000",-,-,-,AAA,AAA,-,-,-,-,-,-,-,-,-,-,-,-,Int.,Conduit
MSC-2011-C1,2011-02-10,CMBS,MSC-2011-C1,USOA,MSC,X-B,IO,USD,0.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Int.,Conduit
MSC-2011-C1,2011-02-10,CMBS,MSC-2011-C1,USOA,MSC,C,USD,89.000,-,-,-,A,A,-,-,-,-,-,-,-,-,-,175,-,-,-,Conduit
MSC-2011-C1,2011-02-10,CMBS,MSC-2011-C1,USOA,MSC,B,USD,60.000,-,-,-,AA,AA,-,-,-,-,-,-,-,-,-,140,-,-,-,Conduit
MSC-2011-C1,2011-02-10,CMBS,MSC-2011-C1,USOA,MSC,A4,USD,404.100,9.60,-,-,AAA,AAA,-,-,-,22.88%,-,Fixed,Swaps,-,-,105,-,-,-,Conduit
MSC-2011-C1,2011-02-10,CMBS,MSC-2011-C1,USOA,MSC,A3,USD,105.100,7.50,-,-,AAA,AAA,-,-,-,22.88%,-,Fixed,Swaps,-,-,120,-,-,-,Conduit
MSC-2011-C1,2011-02-10,CMBS,MSC-2011-C1,USOA,MSC,F,USD,13.550,-,-,-,BB+,BB+,-,-,-,-,-,-,-,-,-,-,-,-,-,Conduit
MSC-2011-C1,2011-02-10,CMBS,MSC-2011-C1,USOA,MSC,A2,USD,597.200,4.80,-,-,AAA,AAA,-,-,-,22.88%,-,Fixed,Swaps,-,-,115,-,-,-,Conduit
MSC-2011-C1,2011-02-10,CMBS,MSC-2011-C1,USOA,MSC,A1,USD,87.860,2.60,-,-,AAA,AAA,-,-,-,22.88%,-,Fixed,Swaps,-,-,80,-,-,-,Conduit
MSC-2011-C1,2011-02-10,CMBS,MSC-2011-C1,USOA,MSC,E,USD,19.360,-,-,-,BBB-,BBB-,-,-,-,-,-,-,-,-,-,225,-,-,-,Conduit
WFRBS-2011-C2,2011-02-17,CMBS,WFRBS-2011-C2,USOA,WFRBS,X-B,USD,222.500,-,-,Aaa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Int.,Conduit
WFRBS-2011-C2,2011-02-17,CMBS,WFRBS-2011-C2,USOA,WFRBS,X-A,USD,"1,076.765",-,-,Aaa,-,AAA,-,-,-,-,-,-,-,-,-,-,-,-,Int.,Conduit
WFRBS-2011-C2,2011-02-17,CMBS,WFRBS-2011-C2,USOA,WFRBS,G,USD,35.731,9.93,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Conduit
WFRBS-2011-C2,2011-02-17,CMBS,WFRBS-2011-C2,USOA,WFRBS,F,USD,14.616,9.93,-,B2,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,Conduit
WFRBS-2011-C2,2011-02-17,CMBS,WFRBS-2011-C2,USOA,WFRBS,E,USD,21.113,9.93,-,Ba2,-,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,Conduit
WFRBS-2011-C2,2011-02-17,CMBS,WFRBS-2011-C2,USOA,WFRBS,D,USD,68.212,9.92,-,Baa3,-,BBB-,-,-,-,-,-,-,-,-,-,205,-,-,-,Conduit
WFRBS-2011-C2,2011-02-17,CMBS,WFRBS-2011-C2,USOA,WFRBS,C,USD,43.850,9.85,-,A2,-,A,-,-,-,-,-,-,-,-,-,165,-,-,-,Conduit
WFRBS-2011-C2,2011-02-17,CMBS,WFRBS-2011-C2,USOA,WFRBS,B,USD,38.978,9.85,-,Aa2,-,AA,-,-,-,-,-,-,-,-,-,130,-,-,-,Conduit
WFRBS-2011-C2,2011-02-17,CMBS,WFRBS-2011-C2,USOA,WFRBS,A4,USD,493.220,9.81,-,Aaa,-,AAA,-,-,-,17.13%,-,Fixed,Swaps,-,-,100,-,-,-,Conduit
WFRBS-2011-C2,2011-02-17,CMBS,WFRBS-2011-C2,USOA,WFRBS,A3,USD,122.397,7.13,-,Aaa,-,AAA,-,-,-,17.13%,-,Fixed,Swaps,-,-,120,-,-,-,Conduit
WFRBS-2011-C2,2011-02-17,CMBS,WFRBS-2011-C2,USOA,WFRBS,A2,USD,383.445,4.82,-,Aaa,-,AAA,-,-,-,17.13%,-,Fixed,Swaps,-,-,115,-,-,-,Conduit
WFRBS-2011-C2,2011-02-17,CMBS,WFRBS-2011-C2,USOA,WFRBS,A1,USD,77.703,2.43,-,Aaa,-,AAA,-,-,-,17.13%,-,Fixed,Swaps,-,-,80,-,-,-,Conduit
FRESPC-K-701,2011-02-18,CMBS,FRESPC-K-701,USOA,FRESPC,X-3,USD,154.981,6.75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Int.,Agency
FRESPC-K-701,2011-02-18,CMBS,FRESPC-K-701,USOA,FRESPC,X-2,USD,861.287,6.29,-,-,AAA,-,-,-,-,-,-,-,-,-,-,-,-,-,Int.,Agency
FRESPC-K-701,2011-02-18,CMBS,FRESPC-K-701,USOA,FRESPC,X-1,USD,861.287,6.29,-,-,AAA,-,-,-,-,-,-,-,-,-,-,225,-,-,Int.,Agency
FRESPC-K-701,2011-02-18,CMBS,FRESPC-K-701,USOA,FRESPC,D,USD,76.221,6.79,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Agency
FRESPC-K-701,2011-02-18,CMBS,FRESPC-K-701,USOA,FRESPC,C,USD,25.406,6.71,-,-,A-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Agency
FRESPC-K-701,2011-02-18,CMBS,FRESPC-K-701,USOA,FRESPC,B,USD,53.354,6.71,-,-,A+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Agency
FRESPC-K-701,2011-02-18,CMBS,FRESPC-K-701,USOA,FRESPC,A2,USD,777.972,6.57,-,-,AAA,-,-,-,-,-,-,-,-,-,-,65,-,-,-,Agency
FRESPC-K-701,2011-02-18,CMBS,FRESPC-K-701,USOA,FRESPC,A1,USD,83.315,3.74,-,-,AAA,-,-,-,-,-,-,-,-,-,-,50,-,-,-,Agency
FRESPC-K-701,2011-02-18,CMBS,FRESPC-K-701,USOA,FRESPC,X-4,USD,154.981,6.75,-,-,-,-,-,-,-,-,-,-,-,-,-,675,-,-,Int.,Agency
JPMCC-2011-C3,2011-03-01,CMBS,JPMCC-2011-C3,USOA,JPMCC,G,USD,9.300,9.99,-,-,BB,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,Conduit
JPMCC-2011-C3,2011-03-01,CMBS,JPMCC-2011-C3,USOA,JPMCC,A1,USD,81.000,2.65,-,-,AAA,AAA,-,-,AAA,17.00%,-,Fixed,Swaps,-,-,65,-,-,-,Conduit
JPMCC-2011-C3,2011-03-01,CMBS,JPMCC-2011-C3,USOA,JPMCC,A2,USD,318.000,4.92,-,-,AAA,AAA,-,-,AAA,17.00%,-,Fixed,Swaps,-,-,115,-,-,-,Conduit
JPMCC-2011-C3,2011-03-01,CMBS,JPMCC-2011-C3,USOA,JPMCC,A3-FL,USD,125.000,7.05,-,-,AAA,AAA,-,-,AAA,17.00%,-,Floating,1mL,-,-,95,-,-,-,Conduit
JPMCC-2011-C3,2011-03-01,CMBS,JPMCC-2011-C3,USOA,JPMCC,A4,USD,485.400,9.77,-,-,AAA,AAA,-,-,AAA,17.00%,-,Fixed,Swaps,-,-,112,-,-,-,Conduit
JPMCC-2011-C3,2011-03-01,CMBS,JPMCC-2011-C3,USOA,JPMCC,B,USD,41.000,9.91,-,-,AA,AA,-,-,-,-,-,-,-,-,-,140,-,-,-,Conduit
JPMCC-2011-C3,2011-03-01,CMBS,JPMCC-2011-C3,USOA,JPMCC,C,USD,52.200,9.91,-,-,A,A,-,-,-,-,-,-,-,-,-,175,-,-,-,Conduit
JPMCC-2011-C3,2011-03-01,CMBS,JPMCC-2011-C3,USOA,JPMCC,D,USD,35.400,9.92,-,-,BBB+,BBB+,-,-,-,-,-,-,-,-,-,215,-,-,-,Conduit
JPMCC-2011-C3,2011-03-01,CMBS,JPMCC-2011-C3,USOA,JPMCC,E,USD,41.000,9.99,-,-,BBB-,BBB-,-,-,-,-,-,-,-,-,-,265,-,-,-,Conduit
JPMCC-2011-C3,2011-03-01,CMBS,JPMCC-2011-C3,USOA,JPMCC,F,USD,9.300,9.99,-,-,BBB-,-,-,-,-,-,-,-,-,-,-,315,-,-,-,Conduit
JPMCC-2011-C3,2011-03-01,CMBS,JPMCC-2011-C3,USOA,JPMCC,A3,USD,228.000,7.05,-,-,AAA,AAA,-,-,AAA,17.00%,-,Fixed,Swaps,-,-,125,-,-,-,Conduit
JPMCC-2011-C3,2011-03-01,CMBS,JPMCC-2011-C3,USOA,JPMCC,J,USD,3.700,9.99,-,-,B-,B-,-,-,-,-,-,-,-,-,-,-,-,-,-,Conduit
JPMCC-2011-C3,2011-03-01,CMBS,JPMCC-2011-C3,USOA,JPMCC,H,USD,16.700,9.99,-,-,B,B,-,-,-,-,-,-,-,-,-,-,-,-,-,Conduit
JPMCC-2011-C3,2011-03-01,CMBS,JPMCC-2011-C3,USOA,JPMCC,Z-B,USD,253.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Conduit
JPMCC-2011-C3,2011-03-01,CMBS,JPMCC-2011-C3,USOA,JPMCC,Z-A,USD,"1,239.000",-,-,-,AAA,AAA,-,-,-,-,-,-,-,-,-,-,-,-,-,Conduit
GSMS-2011-GC3,2011-03-23,CMBS,GSMS-2011-GC3,USOA,GSMS,A1,USD,86.000,2.50,-,Aaa,-,-,AAA,-,-,18.25%,-,Fixed,Swaps,-,-,80,-,-,-,Conduit
GSMS-2011-GC3,2011-03-23,CMBS,GSMS-2011-GC3,USOA,GSMS,A2,USD,399.000,4.81,-,Aaa,-,-,AAA,-,-,18.25%,-,Fixed,Swaps,-,-,125,-,-,-,Conduit
GSMS-2011-GC3,2011-03-23,CMBS,GSMS-2011-GC3,USOA,GSMS,A3,USD,128.000,7.18,-,Aaa,-,-,AAA,-,-,18.25%,-,Fixed,Swaps,-,-,140,-,-,-,Conduit
GSMS-2011-GC3,2011-03-23,CMBS,GSMS-2011-GC3,USOA,GSMS,A4,USD,532.000,9.73,-,Aaa,-,-,AAA,-,-,18.25%,-,Fixed,Swaps,-,-,125,-,-,-,Conduit
GSMS-2011-GC3,2011-03-23,CMBS,GSMS-2011-GC3,USOA,GSMS,B,USD,59.500,9.84,-,Aa3,-,-,-,-,-,-,-,-,-,-,-,185,-,-,-,Conduit
GSMS-2011-GC3,2011-03-23,CMBS,GSMS-2011-GC3,USOA,GSMS,C,USD,54.300,9.87,-,A3,-,-,-,-,-,-,-,-,-,-,-,235,-,-,-,Conduit
GSMS-2011-GC3,2011-03-23,CMBS,GSMS-2011-GC3,USOA,GSMS,D,USD,59.500,9.94,-,Baa3,-,-,-,-,-,-,-,-,-,-,-,300,-,-,-,Conduit
GSMS-2011-GC3,2011-03-23,CMBS,GSMS-2011-GC3,USOA,GSMS,E,USD,24.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Conduit
