,Issuance_Date,Asset_Class,Deal_Name,Region,Ticker,Tranche,Currency,Size(M),WAL,WALX,Moodys,S&P,Fitch,DBRS,Kroll,MorningStar,C/E,LTV,TYPE,Bench,Guidance-L,Guidance-H,Spread,Coupon,Yield,Issue_Price,Market_Type
BANK-2017-BNK4,2017-04-05,CMBS,BANK-2017-BNK4,USOA,BANK,X-B,USD,155.640,-,-,-,-,A-,-,-,-,-,-,-,-,-,-,-,-,-,Int.,Conduit
BANK-2017-BNK4,2017-04-05,CMBS,BANK-2017-BNK4,USOA,BANK,B,USD,43.100,9.91,-,-,-,AA-,-,AA-,-,18.50%,-,Fixed,Swaps,-,-,132,-,-,-,Conduit
BANK-2017-BNK4,2017-04-05,CMBS,BANK-2017-BNK4,USOA,BANK,C,USD,45.490,9.91,-,-,-,A-,-,A-,-,13.80%,-,Fixed,Swaps,-,-,169,-,-,-,Conduit
BANK-2017-BNK4,2017-04-05,CMBS,BANK-2017-BNK4,USOA,BANK,D,USD,56.270,9.92,-,-,-,BBB-,-,BBB-,-,7.90%,-,Fixed,Swaps,-,-,375,-,-,-,Conduit
BANK-2017-BNK4,2017-04-05,CMBS,BANK-2017-BNK4,USOA,BANK,E,USD,21.550,-,-,-,-,BB-,-,-,-,-,-,-,-,-,-,-,-,-,-,Conduit
BANK-2017-BNK4,2017-04-05,CMBS,BANK-2017-BNK4,USOA,BANK,F,USD,10.780,-,-,-,-,B-,-,-,-,-,-,-,-,-,-,-,-,-,-,Conduit
BANK-2017-BNK4,2017-04-05,CMBS,BANK-2017-BNK4,USOA,BANK,G,USD,43.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Conduit
BANK-2017-BNK4,2017-04-05,CMBS,BANK-2017-BNK4,USOA,BANK,X-A,USD,670.450,-,-,Aaa,-,AAA,-,-,-,-,-,-,-,-,-,-,-,-,Int.,Conduit
BANK-2017-BNK4,2017-04-05,CMBS,BANK-2017-BNK4,USOA,BANK,A4,USD,268.430,9.85,-,Aaa,-,AAA,-,AAA,-,30.00%,-,Fixed,Swaps,-,-,95,-,-,-,Conduit
BANK-2017-BNK4,2017-04-05,CMBS,BANK-2017-BNK4,USOA,BANK,X-D,USD,56.270,-,-,-,-,BBB-,-,-,-,-,-,-,-,-,-,-,-,-,Int.,Conduit
BANK-2017-BNK4,2017-04-05,CMBS,BANK-2017-BNK4,USOA,BANK,A-SB,USD,44.820,7.24,-,Aaa,-,AAA,-,AAA,-,30.00%,-,Fixed,Swaps,-,-,78,-,-,-,Conduit
BANK-2017-BNK4,2017-04-05,CMBS,BANK-2017-BNK4,USOA,BANK,A-S,USD,67.050,9.91,-,Aa3,-,AAA,-,AAA,-,23.00%,-,Fixed,Swaps,-,-,110,-,-,-,Conduit
BANK-2017-BNK4,2017-04-05,CMBS,BANK-2017-BNK4,USOA,BANK,A3,USD,235.000,9.74,-,Aaa,-,AAA,-,AAA,-,30.00%,-,Fixed,Swaps,-,-,93,-,-,-,Conduit
BANK-2017-BNK4,2017-04-05,CMBS,BANK-2017-BNK4,USOA,BANK,A2,USD,88.380,4.82,-,Aaa,-,AAA,-,AAA,-,30.00%,-,Fixed,Swaps,-,-,45,-,-,-,Conduit
BANK-2017-BNK4,2017-04-05,CMBS,BANK-2017-BNK4,USOA,BANK,A1,USD,33.810,2.68,-,Aaa,-,AAA,-,AAA,-,30.00%,-,Fixed,Swaps,-,-,28,-,-,-,Conduit
FREMF-2017-KF35,2017-04-10,CMBS,FREMF-2017-KF35,USOA,FREMF,X-P,USD,"1,467.940",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Int.,Agency
FREMF-2017-KF35,2017-04-10,CMBS,FREMF-2017-KF35,USOA,FREMF,A,USD,"1,321.140",6.36,-,-,-,-,-,-,-,-,-,Floating,1mL,-,-,35,-,-,-,Agency
FREMF-2017-KF35,2017-04-10,CMBS,FREMF-2017-KF35,USOA,FREMF,X-I,USD,"1,467.940",6.36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Int.,Agency
FREMF-2017-K70,2017-04-12,CMBS,FREMF-2017-K70,USOA,FREMF,X-AM,USD,44.640,9.72,-,Aa3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Int.,Agency
FREMF-2017-K70,2017-04-12,CMBS,FREMF-2017-K70,USOA,FREMF,X-3,USD,185.160,9.79,-,-,-,-,-,-,-,-,-,Fixed,Tsy,-,-,280,-,-,Int.,Agency
FREMF-2017-K70,2017-04-12,CMBS,FREMF-2017-K70,USOA,FREMF,X-1,USD,"1,092.770",9.23,-,Aaa,-,-,-,-,-,-,-,Fixed,Tsy,-,-,110,-,-,Int.,Agency
FREMF-2017-K70,2017-04-12,CMBS,FREMF-2017-K70,USOA,FREMF,A-M,USD,44.640,9.97,-,Aa3,-,-,-,-,-,-,-,-,-,-,-,61,-,-,-,Agency
FREMF-2017-K70,2017-04-12,CMBS,FREMF-2017-K70,USOA,FREMF,A2,USD,987.910,9.83,-,Aaa,-,-,-,-,-,-,-,-,-,-,-,55,-,-,-,Agency
FREMF-2017-K70,2017-04-12,CMBS,FREMF-2017-K70,USOA,FREMF,A1,USD,104.860,6.24,-,Aaa,-,-,-,-,-,-,-,-,-,-,-,40,-,-,-,Agency
FREMF-2017-K725,2017-04-18,CMBS,FREMF-2017-K725,USOA,FREMF,A-M,USD,70.880,6.83,-,-,AA,A,-,-,-,-,-,-,-,-,-,55,-,-,-,Agency
FREMF-2017-K725,2017-04-18,CMBS,FREMF-2017-K725,USOA,FREMF,A1,USD,95.350,4.30,-,-,AAA,AAA,-,-,-,-,-,-,-,-,-,30,-,-,-,Agency
FREMF-2017-K725,2017-04-18,CMBS,FREMF-2017-K725,USOA,FREMF,X-3,USD,165.400,6.88,-,-,-,-,-,-,-,-,-,Fixed,Tsy,-,-,315,-,-,Int.,Agency
FREMF-2017-K725,2017-04-18,CMBS,FREMF-2017-K725,USOA,FREMF,X-1,USD,945.120,6.43,-,-,AAA,AAA,-,-,-,-,-,Fixed,Tsy,-,-,130,-,-,Int.,Agency
FREMF-2017-K725,2017-04-18,CMBS,FREMF-2017-K725,USOA,FREMF,A2,USD,849.770,6.67,-,-,AAA,AAA,-,-,-,-,-,-,-,-,-,45,-,-,-,Agency
FREMF-2017-K725,2017-04-18,CMBS,FREMF-2017-K725,USOA,FREMF,X-AM,USD,70.880,6.83,-,-,AA,A,-,-,-,-,-,-,-,-,-,-,-,-,Int.,Agency
COLD-2017-ICE3,2017-04-21,CMBS,COLD-2017-ICE3,USOA,COLD,D,USD,150.110,1.96,-,Baa3,BBB-,-,-,-,-,5.00%,56.2%,Floating,1mL,-,-,210,3.66%,-,-,LLSASB
FREMF-2017-K1503,2017-04-21,CMBS,FREMF-2017-K1503,USOA,FREMF,X-3,USD,87.810,14.41,-,-,-,-,-,-,-,-,-,Fixed,Tsy,-,-,385,-,-,Int.,Agency
FREMF-2017-K1503,2017-04-21,CMBS,FREMF-2017-K1503,USOA,FREMF,X-1,USD,790.270,11.86,-,-,-,-,-,-,-,-,-,Fixed,Tsy,-,-,200,-,-,Int.,Agency
FREMF-2017-K1503,2017-04-21,CMBS,FREMF-2017-K1503,USOA,FREMF,A3,USD,249.700,14.33,-,-,-,-,-,-,-,-,-,-,-,-,-,78,-,-,-,Agency
FREMF-2017-K1503,2017-04-21,CMBS,FREMF-2017-K1503,USOA,FREMF,A2,USD,449.500,11.75,-,-,-,-,-,-,-,-,-,-,-,-,-,76,-,-,-,Agency
FREMF-2017-K1503,2017-04-21,CMBS,FREMF-2017-K1503,USOA,FREMF,A1,USD,91.080,7.59,-,-,-,-,-,-,-,-,-,-,-,-,-,57,-,-,-,Agency
COLD-2017-ICE3,2017-04-21,CMBS,COLD-2017-ICE3,USOA,COLD,HRR,USD,64.750,1.96,-,Ba1,BB+,-,-,-,-,-,59.2%,-,-,-,-,-,7.51%,-,-,LLSASB
COLD-2017-ICE3,2017-04-21,CMBS,COLD-2017-ICE3,USOA,COLD,C,USD,135.020,1.96,-,A3,A-,-,-,-,-,16.60%,49.4%,Floating,1mL,-,-,135,2.91%,-,-,LLSASB
COLD-2017-ICE3,2017-04-21,CMBS,COLD-2017-ICE3,USOA,COLD,B,USD,180.020,1.96,-,Aa3,AA-,-,-,-,-,27.00%,43.2%,Floating,1mL,-,-,125,2.81%,-,-,LLSASB
COLD-2017-ICE3,2017-04-21,CMBS,COLD-2017-ICE3,USOA,COLD,A,USD,765.100,1.96,-,Aaa,AAA,-,-,-,-,40.90%,35.0%,Floating,1mL,-,-,100,2.56%,-,-,LLSASB
GSMS-2017-GPTX,2017-04-26,CMBS,GSMS-2017-GPTX,USOA,GSMS,X-NCP,USD,441.750,-,-,NR,NR,-,-,-,-,-,-,-,-,-,-,-,0%,-,Int.,LLSASB
GSMS-2017-GPTX,2017-04-26,CMBS,GSMS-2017-GPTX,USOA,GSMS,VRR,USD,23.250,5.01,-,NR,NR,-,-,-,-,-,45.0%,-,-,-,-,-,3.87%,-,-,LLSASB
GSMS-2017-GPTX,2017-04-26,CMBS,GSMS-2017-GPTX,USOA,GSMS,C,USD,59.510,5.01,-,A2,NR,-,-,-,-,-,45.0%,Fixed,Swaps,-,-,135,3.30%,-,-,LLSASB
GSMS-2017-GPTX,2017-04-26,CMBS,GSMS-2017-GPTX,USOA,GSMS,B,USD,76.150,5.01,-,Aa2,AA-,-,-,-,-,13.50%,38.9%,Fixed,Swaps,-,-,115,3.10%,-,-,LLSASB
GSMS-2017-GPTX,2017-04-26,CMBS,GSMS-2017-GPTX,USOA,GSMS,A,USD,306.090,5.01,-,Aaa,AAA,-,-,-,-,30.70%,31.2%,Fixed,Swaps,-,-,90,2.86%,-,-,LLSASB
GSMS-2017-GPTX,2017-04-26,CMBS,GSMS-2017-GPTX,USOA,GSMS,X-CP,USD,441.750,-,-,Aa3,NR,-,-,-,-,-,-,-,-,-,-,-,0.79%,-,Int.,LLSASB
CD-2017-CD4,2017-04-28,CMBS,CD-2017-CD4,USOA,CD,C,USD,39.560,9.90,-,-,A-,A-,-,-,-,12.90%,-,Fixed,Swaps,-,-,175,-,-,-,Conduit
CD-2017-CD4,2017-04-28,CMBS,CD-2017-CD4,USOA,CD,A3,USD,192.000,9.52,-,Aaa,AAA,AAA,-,-,-,30.00%,-,Fixed,Swaps,-,-,90,-,-,-,Conduit
CD-2017-CD4,2017-04-28,CMBS,CD-2017-CD4,USOA,CD,A4,USD,234.480,9.77,-,Aaa,AAA,AAA,-,-,-,30.00%,-,Fixed,Swaps,-,-,92,-,-,-,Conduit
CD-2017-CD4,2017-04-28,CMBS,CD-2017-CD4,USOA,CD,A-M,USD,70.570,9.90,-,Aa2,AA+,AAA,-,-,-,21.80%,-,Fixed,Swaps,-,-,115,-,-,-,Conduit
CD-2017-CD4,2017-04-28,CMBS,CD-2017-CD4,USOA,CD,A-SB,USD,53.100,7.36,-,Aaa,AAA,AAA,-,-,-,30.00%,-,Fixed,Swaps,-,-,75,-,-,-,Conduit
CD-2017-CD4,2017-04-28,CMBS,CD-2017-CD4,USOA,CD,B,USD,36.360,9.90,-,-,AA-,AA-,-,-,-,17.50%,-,Fixed,Swaps,-,-,135,-,-,-,Conduit
CD-2017-CD4,2017-04-28,CMBS,CD-2017-CD4,USOA,CD,D,USD,44.910,9.90,-,-,-,BBB-,-,-,-,7.60%,-,Fixed,Swaps,-,-,340,-,-,-,Conduit
CD-2017-CD4,2017-04-28,CMBS,CD-2017-CD4,USOA,CD,X-G,USD,35.290,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Int.,Conduit
CD-2017-CD4,2017-04-28,CMBS,CD-2017-CD4,USOA,CD,F,USD,8.550,-,-,-,-,B-,-,-,-,-,-,-,-,-,-,-,-,-,-,Conduit
CD-2017-CD4,2017-04-28,CMBS,CD-2017-CD4,USOA,CD,X-A,USD,669.370,-,-,Aa1,AA+,AAA,-,-,-,-,-,-,-,-,-,-,-,-,Int.,Conduit
CD-2017-CD4,2017-04-28,CMBS,CD-2017-CD4,USOA,CD,X-B,USD,75.920,-,-,-,A-,A-,-,-,-,-,-,-,-,-,-,-,-,-,Int.,Conduit
CD-2017-CD4,2017-04-28,CMBS,CD-2017-CD4,USOA,CD,X-D,USD,44.910,-,-,-,-,BBB-,-,-,-,-,-,-,-,-,-,-,-,-,Int.,Conduit
CD-2017-CD4,2017-04-28,CMBS,CD-2017-CD4,USOA,CD,X-E,USD,21.390,-,-,-,-,BB-,-,-,-,-,-,-,-,-,-,-,-,-,Int.,Conduit
CD-2017-CD4,2017-04-28,CMBS,CD-2017-CD4,USOA,CD,X-F,USD,8.550,-,-,-,-,B-,-,-,-,-,-,-,-,-,-,-,-,-,Int.,Conduit
CD-2017-CD4,2017-04-28,CMBS,CD-2017-CD4,USOA,CD,A2,USD,90.250,4.90,-,Aaa,AAA,AAA,-,-,-,30.00%,-,Fixed,Swaps,-,-,45,-,-,-,Conduit
CD-2017-CD4,2017-04-28,CMBS,CD-2017-CD4,USOA,CD,E,USD,21.390,-,-,-,-,BB-,-,-,-,-,-,-,-,-,-,-,-,-,-,Conduit
CD-2017-CD4,2017-04-28,CMBS,CD-2017-CD4,USOA,CD,A1,USD,28.960,3.00,-,Aaa,AAA,AAA,-,-,-,30.00%,-,Fixed,Swaps,-,-,28,-,-,-,Conduit
CD-2017-CD4,2017-04-28,CMBS,CD-2017-CD4,USOA,CD,G,USD,35.290,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Conduit
FREMF-2017-K064,2017-05-03,CMBS,FREMF-2017-K064,USOA,FREMF,A-M,USD,75.563,9.86,-,-,AA-,-,-,-,-,-,-,Fixed,Swaps,-,-,73,3.33%,2.969%,102.99290,Agency
FREMF-2017-K064,2017-05-03,CMBS,FREMF-2017-K064,USOA,FREMF,X-3,USD,108.500,9.64,-,-,NR,-,NR,-,-,-,-,-,-,-,-,315,2.21%,5.484%,Int.,Agency
FREMF-2017-K064,2017-05-03,CMBS,FREMF-2017-K064,USOA,FREMF,X-1,USD,"1,257.436",9.01,-,-,AAA,-,AAA,-,-,-,-,-,-,-,-,150,0.75%,3.795%,Int.,Agency
FREMF-2017-K064,2017-05-03,CMBS,FREMF-2017-K064,USOA,FREMF,C,USD,38.750,9.86,-,-,BBB-,-,BBB,-,-,-,-,-,-,-,-,300,4.12%,5.239%,90.95920,Agency
FREMF-2017-K064,2017-05-03,CMBS,FREMF-2017-K064,USOA,FREMF,B,USD,62.000,9.86,-,-,A-,-,A,-,-,-,-,-,-,-,-,180,4.12%,4.039%,100.05260,Agency
FREMF-2017-K064,2017-05-03,CMBS,FREMF-2017-K064,USOA,FREMF,A-2,USD,"1,060.000",9.69,-,-,AAA,-,-,-,-,-,-,Fixed,Swaps,-,-,63,3.22%,2.862%,102.99510,Agency
FREMF-2017-K064,2017-05-03,CMBS,FREMF-2017-K064,USOA,FREMF,A-1,USD,197.436,6.82,-,-,AAA,-,-,-,-,-,-,Fixed,Swaps,-,-,48,2.89%,2.551%,101.99770,Agency
MSBAM-2017-C33,2017-05-04,CMBS,MSBAM-2017-C33,USOA,MSBAM,E,USD,14.560,-,-,-,-,BB-,-,-,-,-,-,-,-,-,-,-,-,-,-,Conduit
MSBAM-2017-C33,2017-05-04,CMBS,MSBAM-2017-C33,USOA,MSBAM,F,USD,6.850,-,-,-,-,B-,-,-,-,-,-,-,-,-,-,-,-,-,-,Conduit
MSBAM-2017-C33,2017-05-04,CMBS,MSBAM-2017-C33,USOA,MSBAM,G,USD,26.560,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Conduit
MSBAM-2017-C33,2017-05-04,CMBS,MSBAM-2017-C33,USOA,MSBAM,X-A,USD,479.750,-,-,Aaa,-,AAA,-,-,-,-,-,-,-,-,-,-,-,-,Int.,Conduit
MSBAM-2017-C33,2017-05-04,CMBS,MSBAM-2017-C33,USOA,MSBAM,X-B,USD,125.080,-,-,-,-,A-,-,-,-,-,-,-,-,-,-,-,-,-,Int.,Conduit
CSMC-2017-LSTK,2017-05-04,CMBS,CSMC-2017-LSTK,USOA,CSMC,C,USD,25.300,3.88,-,A3,-,-,-,-,-,27.00%,40.5%,Fixed,Swaps,-,-,110,3.23%,-,-,LLSASB
MSBAM-2017-C33,2017-05-04,CMBS,MSBAM-2017-C33,USOA,MSBAM,D,USD,32.550,-,-,-,-,BBB-,-,-,-,-,-,-,-,-,-,395,-,-,-,Conduit
CSMC-2017-LSTK,2017-05-04,CMBS,CSMC-2017-LSTK,USOA,CSMC,X-NCP,USD,198.600,-,-,NR,-,-,-,-,-,-,-,-,-,-,-,-,0%,-,Int.,LLSASB
CSMC-2017-LSTK,2017-05-04,CMBS,CSMC-2017-LSTK,USOA,CSMC,X-BCP,USD,53.000,-,-,A2,-,-,-,-,-,-,-,-,-,-,-,-,0.21%,-,Int.,LLSASB
CSMC-2017-LSTK,2017-05-04,CMBS,CSMC-2017-LSTK,USOA,CSMC,X-ACP,USD,145.600,-,-,Aaa,-,-,-,-,-,-,-,-,-,-,-,-,0.57%,-,Int.,LLSASB
CSMC-2017-LSTK,2017-05-04,CMBS,CSMC-2017-LSTK,USOA,CSMC,HRR,USD,15.000,3.88,-,B1,-,-,-,-,-,-,55.5%,-,-,-,-,-,3.33%,-,-,LLSASB
CSMC-2017-LSTK,2017-05-04,CMBS,CSMC-2017-LSTK,USOA,CSMC,E,USD,28.500,3.88,-,Ba2,-,-,-,-,-,5.50%,52.4%,Fixed,Swaps,-,-,200,3.33%,-,-,LLSASB
MSBAM-2017-C33,2017-05-04,CMBS,MSBAM-2017-C33,USOA,MSBAM,C,USD,28.270,10.01,-,-,-,A-,-,-,-,11.80%,-,Fixed,Swaps,-,-,190,-,-,-,Conduit
MSBAM-2017-C33,2017-05-04,CMBS,MSBAM-2017-C33,USOA,MSBAM,X-D,USD,32.550,-,-,-,-,BBB-,-,-,-,-,-,-,-,-,-,-,-,-,Int.,Conduit
MSBAM-2017-C33,2017-05-04,CMBS,MSBAM-2017-C33,USOA,MSBAM,A-SB,USD,52.500,7.20,-,Aaa,-,AAA,-,-,-,30.00%,-,Fixed,Swaps,-,-,78,-,-,-,Conduit
CSMC-2017-LSTK,2017-05-04,CMBS,CSMC-2017-LSTK,USOA,CSMC,A,USD,145.600,3.88,-,Aaa,-,-,-,-,-,46.50%,29.7%,Fixed,Swaps,-,-,63,2.76%,-,-,LLSASB
CSMC-2017-LSTK,2017-05-04,CMBS,CSMC-2017-LSTK,USOA,CSMC,B,USD,27.700,3.88,-,Aa3,-,-,-,-,-,36.30%,35.4%,Fixed,Swaps,-,-,90,3.03%,-,-,LLSASB
MSBAM-2017-C33,2017-05-04,CMBS,MSBAM-2017-C33,USOA,MSBAM,B,USD,38.550,9.99,-,-,-,AA-,-,-,-,15.90%,-,Fixed,Swaps,-,-,145,-,-,-,Conduit
FREMF-2017-KJ13,2017-05-04,CMBS,FREMF-2017-KJ13,USOA,FREMF,A1,USD,84.740,3.00,-,-,-,-,-,-,-,-,-,-,-,-,-,26,-,-,-,Agency
FREMF-2017-KJ13,2017-05-04,CMBS,FREMF-2017-KJ13,USOA,FREMF,A2,USD,191.520,5.03,-,-,-,-,-,-,-,-,-,-,-,-,-,41,-,-,-,Agency
FREMF-2017-KJ13,2017-05-04,CMBS,FREMF-2017-KJ13,USOA,FREMF,X,USD,348.320,3.94,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Int.,Agency
CSMC-2017-LSTK,2017-05-04,CMBS,CSMC-2017-LSTK,USOA,CSMC,D,USD,29.900,3.88,-,Baa3,-,-,-,-,-,16.00%,46.6%,Fixed,Swaps,-,-,170,3.33%,-,-,LLSASB
MSBAM-2017-C33,2017-05-04,CMBS,MSBAM-2017-C33,USOA,MSBAM,A-S,USD,58.260,9.93,-,Aa3,-,AAA,-,-,-,21.50%,-,Fixed,Swaps,-,-,120,-,-,-,Conduit
MSBAM-2017-C33,2017-05-04,CMBS,MSBAM-2017-C33,USOA,MSBAM,A5,USD,156.050,9.86,-,Aaa,-,AAA,-,-,-,30.00%,-,Fixed,Swaps,-,-,95,-,-,-,Conduit
MSBAM-2017-C33,2017-05-04,CMBS,MSBAM-2017-C33,USOA,MSBAM,A1,USD,28.500,2.83,-,Aaa,-,AAA,-,-,-,30.00%,-,Fixed,Swaps,-,-,28,-,-,-,Conduit
MSBAM-2017-C33,2017-05-04,CMBS,MSBAM-2017-C33,USOA,MSBAM,A2,USD,75.200,4.85,-,Aaa,-,AAA,-,-,-,30.00%,-,Fixed,Swaps,-,-,50,-,-,-,Conduit
MSBAM-2017-C33,2017-05-04,CMBS,MSBAM-2017-C33,USOA,MSBAM,A3,USD,37.500,8.01,-,Aaa,-,AAA,-,-,-,30.00%,-,Fixed,Swaps,-,-,95,-,-,-,Conduit
MSBAM-2017-C33,2017-05-04,CMBS,MSBAM-2017-C33,USOA,MSBAM,A4,USD,130.000,9.74,-,Aaa,-,AAA,-,-,-,30.00%,-,Fixed,Swaps,-,-,93,-,-,-,Conduit
FRESB-2017-SB30,2017-05-05,CMBS,FRESB-2017-SB30,USOA,FRESB,A5H,USD,69.430,4.10,-,-,-,-,-,-,-,-,-,-,-,-,-,41,-,-,-,Agency
FRESB-2017-SB30,2017-05-05,CMBS,FRESB-2017-SB30,USOA,FRESB,A10F,USD,104.760,7.30,-,-,-,-,-,-,-,-,-,-,-,-,-,70,-,-,-,Agency
FRESB-2017-SB30,2017-05-05,CMBS,FRESB-2017-SB30,USOA,FRESB,A10H,USD,27.150,7.39,-,-,-,-,-,-,-,-,-,-,-,-,-,95,-,-,-,Agency
FRESB-2017-SB30,2017-05-05,CMBS,FRESB-2017-SB30,USOA,FRESB,A5F,USD,11.750,4.15,-,-,-,-,-,-,-,-,-,-,-,-,-,30,-,-,-,Agency
FRESB-2017-SB30,2017-05-05,CMBS,FRESB-2017-SB30,USOA,FRESB,A7F,USD,46.390,5.51,-,-,-,-,-,-,-,-,-,-,-,-,-,47,-,-,-,Agency
FRESB-2017-SB30,2017-05-05,CMBS,FRESB-2017-SB30,USOA,FRESB,X-1,USD,306.940,4.87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Int.,Agency
FRESB-2017-SB30,2017-05-05,CMBS,FRESB-2017-SB30,USOA,FRESB,A7H,USD,16.760,5.58,-,-,-,-,-,-,-,-,-,-,-,-,-,72,-,-,-,Agency
VCC-2017-1,2017-05-08,CMBS,VCC-2017-1,USOA,VCC,M-4,USD,9.369,7.42,-,-,-,-,-,BB,-,-,-,Fixed,Swaps,-,-,425,6.40%,6.434%,99.87036,Other
VCC-2017-1,2017-05-08,CMBS,VCC-2017-1,USOA,VCC,M-3,USD,9.592,6.61,-,-,-,-,-,BBB,-,-,-,Fixed,Swaps,-,-,325,5.35%,5.381%,99.80329,Other
VCC-2017-1,2017-05-08,CMBS,VCC-2017-1,USOA,VCC,M-2,USD,8.923,5.96,-,-,-,-,-,A,-,-,-,Fixed,Swaps,-,-,240,4.45%,4.483%,99.74739,Other
VCC-2017-1,2017-05-08,CMBS,VCC-2017-1,USOA,VCC,M-1,USD,14.834,5.27,-,-,-,-,-,AA,-,-,-,Fixed,Swaps,-,-,150,3.55%,3.528%,99.99069,Other
VCC-2017-1,2017-05-08,CMBS,VCC-2017-1,USOA,VCC,A-FX,USD,73.612,2.46,-,-,-,-,-,AAA,-,-,-,Fixed,Swaps,-,-,125,3.00%,2.944%,99.97327,Other
VCC-2017-1,2017-05-08,CMBS,VCC-2017-1,USOA,VCC,M-5,USD,7.027,8.29,-,-,-,-,-,B,-,-,-,Fixed,Swaps,-,-,625,7.95%,8.485%,97.14932,Other
VCC-2017-1,2017-05-08,CMBS,VCC-2017-1,USOA,VCC,M-6,USD,15.278,10.05,-,-,-,-,-,NR,-,-,-,Fixed,YLD,-,-,-,7.95%,10.000%,87.70921,Other
VCC-2017-1,2017-05-08,CMBS,VCC-2017-1,USOA,VCC,A-FL,USD,73.275,2.46,-,-,-,-,-,AAA,-,-,-,Floating,1mL,-,-,125,1mL+125,-,100.00000,Other
NCMS-2017-75B,2017-05-11,CMBS,NCMS-2017-75B,USOA,NCMS,A,USD,57.000,9.87,-,-,AAA,-,-,-,AAA,60.90%,22.1%,Fixed,Swaps,-,-,121,3.86%,-,-,LLSASB
NCMS-2017-75B,2017-05-11,CMBS,NCMS-2017-75B,USOA,NCMS,B,USD,21.100,9.87,-,-,AA-,-,-,-,AA+,51.70%,27.6%,Fixed,Swaps,-,-,135,4.00%,-,-,LLSASB
NCMS-2017-75B,2017-05-11,CMBS,NCMS-2017-75B,USOA,NCMS,C,USD,16.660,9.87,-,-,A-,-,-,-,A,44.50%,31.7%,Fixed,Swaps,-,-,160,4.06%,-,-,LLSASB
NCMS-2017-75B,2017-05-11,CMBS,NCMS-2017-75B,USOA,NCMS,D,USD,20.440,9.87,-,-,BBB-,-,-,-,BBB,35.60%,36.8%,Fixed,Swaps,-,-,200,4.06%,-,-,LLSASB
NCMS-2017-75B,2017-05-11,CMBS,NCMS-2017-75B,USOA,NCMS,E,USD,27.800,9.87,-,-,BB-,-,-,-,BB-,23.50%,43.7%,Fixed,Swaps,-,-,280,4.06%,-,-,LLSASB
NCMS-2017-75B,2017-05-11,CMBS,NCMS-2017-75B,USOA,NCMS,X-A,USD,57.000,9.62,-,-,AAA,-,-,-,AAA,-,-,-,-,-,-,-,0.20%,-,Int.,LLSASB
NCMS-2017-75B,2017-05-11,CMBS,NCMS-2017-75B,USOA,NCMS,X-B,USD,37.760,9.62,-,-,A-,-,-,-,AAA,-,-,-,-,-,-,-,0.03%,-,Int.,LLSASB
HPLY-2017-HIT,2017-05-12,CMBS,HPLY-2017-HIT,USOA,HPLY,B,USD,90.730,1.95,-,-,AA-,-,-,-,AA+,55.10%,29.4%,Floating,1mL,-,-,118,2.74%,-,-,LLSASB
HPLY-2017-HIT,2017-05-12,CMBS,HPLY-2017-HIT,USOA,HPLY,VRR,USD,40.250,1.95,-,-,NR,-,-,-,NR,-,65.4%,-,-,-,-,-,3.96%,-,-,LLSASB
HPLY-2017-HIT,2017-05-12,CMBS,HPLY-2017-HIT,USOA,HPLY,D,USD,89.120,1.95,-,-,BBB-,-,-,-,BBB+,34.60%,42.8%,-,-,-,-,-,3.56%,-,-,LLSASB
HPLY-2017-HIT,2017-05-12,CMBS,HPLY-2017-HIT,USOA,HPLY,E,USD,140.500,1.95,-,-,BB-,-,-,-,BB,16.20%,54.8%,-,-,-,-,-,4.96%,-,-,LLSASB
HPLY-2017-HIT,2017-05-12,CMBS,HPLY-2017-HIT,USOA,HPLY,F,USD,124.060,1.95,-,-,B-,-,-,-,B,-,65.4%,-,-,-,-,-,6.06%,-,-,LLSASB
HPLY-2017-HIT,2017-05-12,CMBS,HPLY-2017-HIT,USOA,HPLY,X-CP,USD,197.830,-,-,-,BBB-,-,-,-,AAA,-,-,-,-,-,-,-,1.20%,-,Int.,LLSASB
HPLY-2017-HIT,2017-05-12,CMBS,HPLY-2017-HIT,USOA,HPLY,X-EXT,USD,247.290,-,-,-,BBB-,-,-,-,AAA,-,-,-,-,-,-,-,0.24%,-,Int.,LLSASB
OT-2017-OT,2017-05-12,CMBS,OT-2017-OT,USOA,OT,A,USD,230.600,9.96,-,-,-,AAA,-,AAA,-,41.00%,23.6%,Fixed,Swaps,-,-,98,3.57%,-,-,LLSASB
HPLY-2017-HIT,2017-05-12,CMBS,HPLY-2017-HIT,USOA,HPLY,C,USD,67.440,1.95,-,-,A-,-,-,-,A+,46.20%,35.2%,Floating,1mL,-,-,135,2.76%,-,-,LLSASB
