Unnamed: 0,Issuance_Date,Asset_Class,Deal_Name,Region,Ticker,Tranche,Currency,Size(M),WAL,WALX,Moodys,S&P,Fitch,DBRS,Kroll,MorningStar,C/E,LTV,TYPE,Bench,Guidance-L,Guidance-H,Spread,Coupon,Yield,Issue_Price,Market_Type,ReinvestmentPeriod
ECP-2008-1,2008-01-30,CLOS,ECP-2008-1,USOA,ECP,A-1,USD,533.000,-,-,Aaa,-,-,-,-,-,-,-,Floating,3mL,-,-,-,85,-,-,BS,-
ECP-2008-1,2008-01-30,CLOS,ECP-2008-1,USOA,ECP,Equity,USD,126.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
ECP-2008-1,2008-01-30,CLOS,ECP-2008-1,USOA,ECP,A-2,USD,32.350,-,-,Aa2,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,300,-,-,BS,-
ECP-2008-1,2008-01-30,CLOS,ECP-2008-1,USOA,ECP,B,USD,51.630,-,-,A2,A,-,-,-,-,-,-,Floating,3mL,-,-,-,400,-,-,BS,-
GALXY-X,2008-02-12,CLOS,GALXY-X,USOA,GALXY,B,USD,21.000,9.00,-,Aa2,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,257,-,-,BS,-
GALXY-X,2008-02-12,CLOS,GALXY-X,USOA,GALXY,C,USD,22.230,9.00,-,A2,A,-,-,-,-,-,-,Floating,3mL,-,-,-,300,-,-,BS,-
GALXY-X,2008-02-12,CLOS,GALXY-X,USOA,GALXY,D,USD,12.700,9.00,-,Baa2,BBB,-,-,-,-,-,-,Floating,3mL,-,-,-,445,-,-,BS,-
GALXY-X,2008-02-12,CLOS,GALXY-X,USOA,GALXY,Equity,USD,35.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
GALXY-X,2008-02-12,CLOS,GALXY-X,USOA,GALXY,A,USD,259.000,8.80,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,62,-,-,BS,-
CAMLV-I,2008-02-14,CLOS,CAMLV-I,USOA,CAMLV,Equity,USD,53.050,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MM,-
CAMLV-I,2008-02-14,CLOS,CAMLV-I,USOA,CAMLV,B,USD,46.750,7.60,-,Aa2,-,-,-,-,-,-,-,Floating,3mL,-,-,-,250,-,-,MM,-
CAMLV-I,2008-02-14,CLOS,CAMLV-I,USOA,CAMLV,E,USD,24.500,9.10,-,Ba2,-,-,-,-,-,-,-,Floating,3mL,-,-,-,800,-,-,MM,-
CAMLV-I,2008-02-14,CLOS,CAMLV-I,USOA,CAMLV,D,USD,20.500,8.10,-,Baa2,-,-,-,-,-,-,-,Floating,3mL,-,-,-,500,-,-,MM,-
CAMLV-I,2008-02-14,CLOS,CAMLV-I,USOA,CAMLV,C,USD,31.500,7.80,-,A2,-,-,-,-,-,-,-,Floating,3mL,-,-,-,300,-,-,MM,-
CAMLV-I,2008-02-14,CLOS,CAMLV-I,USOA,CAMLV,A,USD,555.000,6.10,-,Aaa,-,-,-,-,-,-,-,Floating,3mL,-,-,-,85,-,-,MM,-
BABSN-I,2008-02-22,CLOS,BABSN-I,USOA,BABSN,E,USD,16.500,7.80,-,Ba2,BB,-,-,-,-,-,-,Floating,3mL,-,-,-,750,-,-,,
BABSN-I,2008-02-22,CLOS,BABSN-I,USOA,BABSN,A,USD,421.000,5.70,-,Aaa,-,-,-,-,-,-,-,Floating,3mL,-,-,-,135,-,-,,
BABSN-I,2008-02-22,CLOS,BABSN-I,USOA,BABSN,Equity,USD,41.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
BABSN-I,2008-02-22,CLOS,BABSN-I,USOA,BABSN,C,USD,24.500,7.60,-,A2,A,-,-,-,-,-,-,Floating,3mL,-,-,-,450,-,-,,
BABSN-I,2008-02-22,CLOS,BABSN-I,USOA,BABSN,D,USD,22.000,7.60,-,Baa2,BBB,-,-,-,-,-,-,Floating,3mL,-,-,-,550,-,-,,
BABSN-I,2008-02-22,CLOS,BABSN-I,USOA,BABSN,B,USD,24.500,7.40,-,Aa2,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,300,-,-,,
VINCA-I,2008-03-04,CLOS,VINCA-I,USOA,VINCA,A-1,USD,477.000,5.70,-,Aaa,-,-,-,-,-,-,-,Floating,3mL,-,-,-,140,-,-,MM,-
VINCA-I,2008-03-04,CLOS,VINCA-I,USOA,VINCA,E,USD,44.000,7.80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MM,-
VINCA-I,2008-03-04,CLOS,VINCA-I,USOA,VINCA,A-2,USD,33.980,5.70,-,Aa2,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,350,-,-,MM,-
VINCA-I,2008-03-04,CLOS,VINCA-I,USOA,VINCA,Equity,USD,5.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MM,-
VINCA-I,2008-03-04,CLOS,VINCA-I,USOA,VINCA,C,USD,22.600,7.60,-,Baa2,BBB,-,-,-,-,-,-,Floating,3mL,-,-,-,700,-,-,MM,-
VINCA-I,2008-03-04,CLOS,VINCA-I,USOA,VINCA,B,USD,30.600,7.40,-,A2,A,-,-,-,-,-,-,Floating,3mL,-,-,-,500,-,-,MM,-
VINCA-I,2008-03-04,CLOS,VINCA-I,USOA,VINCA,D,USD,66.800,7.60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MM,-
BUSLF-II,2008-03-07,CLOS,BUSLF-II,USOA,BUSLF,C,USD,38.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Other,-
BUSLF-II,2008-03-07,CLOS,BUSLF-II,USOA,BUSLF,B,USD,21.800,4.90,-,A2,A,-,-,-,-,-,-,Floating,3mL,-,-,-,500,-,-,Other,-
BUSLF-II,2008-03-07,CLOS,BUSLF-II,USOA,BUSLF,Preff,USD,3.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Other,-
BUSLF-II,2008-03-07,CLOS,BUSLF-II,USOA,BUSLF,A-2,USD,7.750,4.80,-,Aa2,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,350,-,-,Other,-
BUSLF-II,2008-03-07,CLOS,BUSLF-II,USOA,BUSLF,A-1,USD,281.800,-,-,Aaa,-,-,-,-,-,-,-,Floating,3mL,-,-,-,200,-,-,Other,-
BUSLF-II,2008-03-07,CLOS,BUSLF-II,USOA,BUSLF,D,USD,25.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Other,-
STDLF-II,2008-03-12,CLOS,STDLF-II,USOA,STDLF,A-1,USD,404.000,-,-,Aaa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Other,-
STDLF-II,2008-03-12,CLOS,STDLF-II,USOA,STDLF,B,USD,22.000,5.00,-,A2,A,-,-,-,-,-,-,Floating,3mL,-,-,-,500,-,-,Other,-
STDLF-II,2008-03-12,CLOS,STDLF-II,USOA,STDLF,A-2,USD,21.000,5.00,-,Aa2,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,350,-,-,Other,-
STDLF-II,2008-03-12,CLOS,STDLF-II,USOA,STDLF,D,USD,38.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Other,-
STDLF-II,2008-03-12,CLOS,STDLF-II,USOA,STDLF,C,USD,57.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Other,-
ABLF-I,2008-03-14,CLOS,ABLF-I,USOA,ABLF,Equity,USD,48.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Other,-
ABLF-I,2008-03-14,CLOS,ABLF-I,USOA,ABLF,E,USD,17.250,10.50,-,Ba2,BB,-,-,-,-,-,-,Floating,3mL,-,-,-,950,-,-,Other,-
ABLF-I,2008-03-14,CLOS,ABLF-I,USOA,ABLF,D,USD,19.250,10.30,-,Baa2,BBB,-,-,-,-,-,-,Floating,3mL,-,-,-,525,-,-,Other,-
ABLF-I,2008-03-14,CLOS,ABLF-I,USOA,ABLF,C,USD,25.250,10.20,-,A2,A,-,-,-,-,-,-,Floating,3mL,-,-,-,275,-,-,Other,-
ABLF-I,2008-03-14,CLOS,ABLF-I,USOA,ABLF,B,USD,29.500,10.00,-,Aa2,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,165,-,-,Other,-
ABLF-I,2008-03-14,CLOS,ABLF-I,USOA,ABLF,A,USD,376.000,8.30,-,Aaa,-,-,-,-,-,-,-,Floating,3mL,-,-,-,65,-,-,Other,-
NELDG-2008-1,2008-03-17,CLOS,NELDG-2008-1,USOA,NELDG,A,USD,194.880,8.80,-,Aaa,-,-,-,-,-,-,-,Floating,3mL,-,-,-,62,-,-,Other,-
NELDG-2008-1,2008-03-17,CLOS,NELDG-2008-1,USOA,NELDG,B,USD,10.000,9.00,-,Aa2,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,325,-,-,Other,-
NELDG-2008-1,2008-03-17,CLOS,NELDG-2008-1,USOA,NELDG,Equity,USD,58.470,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Other,-
NELDG-2008-1,2008-03-17,CLOS,NELDG-2008-1,USOA,NELDG,C,USD,14.000,9.00,-,-,-,-,-,-,-,-,-,Floating,3mL,-,-,-,350,-,-,Other,-
NELDG-2008-1,2008-03-17,CLOS,NELDG-2008-1,USOA,NELDG,D,USD,11.000,9.00,-,-,-,-,-,-,-,-,-,Floating,3mL,-,-,-,450,-,-,Other,-
IRONH-2008,2008-03-18,CLOS,IRONH-2008,USOA,IRONH,C,USD,16.340,-,-,Ba3,-,-,-,-,-,-,-,Floating,3mL,-,-,-,700,-,-,Other,-
IRONH-2008,2008-03-18,CLOS,IRONH-2008,USOA,IRONH,A-R,USD,85.220,-,-,-,-,-,-,-,-,-,-,Floating,3mL,-,-,-,85,-,-,Other,-
IRONH-2008,2008-03-18,CLOS,IRONH-2008,USOA,IRONH,D-1,USD,32.920,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Other,-
IRONH-2008,2008-03-18,CLOS,IRONH-2008,USOA,IRONH,D-2,USD,4.930,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Other,-
IRONH-2008,2008-03-18,CLOS,IRONH-2008,USOA,IRONH,B,USD,14.010,-,-,Baa3,-,-,-,-,-,-,-,Floating,3mL,-,-,-,500,-,-,Other,-
IRONH-2008,2008-03-18,CLOS,IRONH-2008,USOA,IRONH,A-T,USD,163.620,-,-,-,-,-,-,-,-,-,-,Floating,6mL,-,-,-,6mL+85,-,-,Other,-
ARSLF-2008-1,2008-03-19,CLOS,ARSLF-2008-1,USOA,ARSLF,F,USD,18.180,3.80,-,Ba2,BB,-,-,-,-,-,-,Floating,3mL,-,-,-,450,-,-,Other,-
ARSLF-2008-1,2008-03-19,CLOS,ARSLF-2008-1,USOA,ARSLF,Equity,USD,38.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Other,-
RVRPK-2008-1,2008-03-19,CLOS,RVRPK-2008-1,USOA,RVRPK,B,USD,32.500,-,-,A2,A,-,-,-,-,-,-,Floating,3mL,-,-,-,450,-,-,BS,-
RVRPK-2008-1,2008-03-19,CLOS,RVRPK-2008-1,USOA,RVRPK,A,USD,380.250,-,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,160,-,-,BS,-
RVRPK-2008-1,2008-03-19,CLOS,RVRPK-2008-1,USOA,RVRPK,Equity,USD,71.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
RVRPK-2008-1,2008-03-19,CLOS,RVRPK-2008-1,USOA,RVRPK,C,USD,13.000,-,-,Baa2,BBB,-,-,-,-,-,-,Floating,3mL,-,-,-,600,-,-,BS,-
RVRPK-2008-1,2008-03-19,CLOS,RVRPK-2008-1,USOA,RVRPK,D,USD,13.000,-,-,Ba2,BB,-,-,-,-,-,-,Floating,3mL,-,-,-,900,-,-,BS,-
ARSLF-2008-1,2008-03-19,CLOS,ARSLF-2008-1,USOA,ARSLF,E,USD,18.180,3.80,-,Baa2,BBB,-,-,-,-,-,-,Floating,3mL,-,-,-,300,-,-,Other,-
ARSLF-2008-1,2008-03-19,CLOS,ARSLF-2008-1,USOA,ARSLF,F,USD,18.180,3.80,-,Ba2,BB,-,-,-,-,-,-,Floating,3mL,-,-,-,450,-,-,Other,-
ARSLF-2008-1,2008-03-19,CLOS,ARSLF-2008-1,USOA,ARSLF,Equity,USD,38.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Other,-
ARSLF-2008-1,2008-03-19,CLOS,ARSLF-2008-1,USOA,ARSLF,A,USD,333.300,3.30,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,55,-,-,Other,-
ARSLF-2008-1,2008-03-19,CLOS,ARSLF-2008-1,USOA,ARSLF,B,USD,133.320,3.70,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,100,-,-,Other,-
ARSLF-2008-1,2008-03-19,CLOS,ARSLF-2008-1,USOA,ARSLF,B,USD,133.320,3.70,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,100,-,-,Other,-
ARSLF-2008-1,2008-03-19,CLOS,ARSLF-2008-1,USOA,ARSLF,C,USD,30.300,3.80,-,Aa2,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,150,-,-,Other,-
ARSLF-2008-1,2008-03-19,CLOS,ARSLF-2008-1,USOA,ARSLF,C,USD,30.300,3.80,-,Aa2,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,150,-,-,Other,-
ARSLF-2008-1,2008-03-19,CLOS,ARSLF-2008-1,USOA,ARSLF,D,USD,36.360,3.80,-,A2,A,-,-,-,-,-,-,Floating,3mL,-,-,-,225,-,-,Other,-
ARSLF-2008-1,2008-03-19,CLOS,ARSLF-2008-1,USOA,ARSLF,D,USD,36.360,3.80,-,A2,A,-,-,-,-,-,-,Floating,3mL,-,-,-,225,-,-,Other,-
ARSLF-2008-1,2008-03-19,CLOS,ARSLF-2008-1,USOA,ARSLF,E,USD,18.180,3.80,-,Baa2,BBB,-,-,-,-,-,-,Floating,3mL,-,-,-,300,-,-,Other,-
ARSLF-2008-1,2008-03-19,CLOS,ARSLF-2008-1,USOA,ARSLF,A,USD,333.300,3.30,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,55,-,-,Other,-
CGMS-2008-1,2008-03-20,CLOS,CGMS-2008-1,USOA,CGMS,Equity,USD,58.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MM,-
CGMS-2008-1,2008-03-20,CLOS,CGMS-2008-1,USOA,CGMS,A,USD,332.000,6.70,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,85,-,-,MM,-
CGMS-2008-1,2008-03-20,CLOS,CGMS-2008-1,USOA,CGMS,B,USD,15.000,8.40,-,Aa2,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,350,-,-,MM,-
CGMS-2008-1,2008-03-20,CLOS,CGMS-2008-1,USOA,CGMS,C,USD,45.000,9.10,-,Baa2,BBB,-,-,-,-,-,-,Floating,3mL,-,-,-,450,-,-,MM,-
ARES-2008-3,2008-03-26,CLOS,ARES-2008-3,USOA,ARES,B,USD,10.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
ARES-2008-3,2008-03-26,CLOS,ARES-2008-3,USOA,ARES,A,USD,800.000,9.00,-,Aaa,AAA,-,-,-,-,-,-,Floating,1mL,-,-,-,1mL+95,-,-,BS,-
ARES-2008-3,2008-03-26,CLOS,ARES-2008-3,USOA,ARES,Equity,USD,200.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
CLMPK-2008-1,2008-03-28,CLOS,CLMPK-2008-1,USOA,CLMPK,Equity,USD,49.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
CLMPK-2008-1,2008-03-28,CLOS,CLMPK-2008-1,USOA,CLMPK,C,USD,12.000,9.00,-,Baa2,BBB,-,-,-,-,-,-,Floating,3mL,-,-,-,650,-,-,BS,-
CLMPK-2008-1,2008-03-28,CLOS,CLMPK-2008-1,USOA,CLMPK,B,USD,19.000,8.50,-,A2,A,-,-,-,-,-,-,Floating,3mL,-,-,-,525,-,-,BS,-
CLMPK-2008-1,2008-03-28,CLOS,CLMPK-2008-1,USOA,CLMPK,A-2,USD,19.000,8.50,-,Aa2,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,350,-,-,BS,-
CLMPK-2008-1,2008-03-28,CLOS,CLMPK-2008-1,USOA,CLMPK,A-1,USD,288.000,7.00,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,85,-,-,BS,-
CLMPK-2008-1,2008-03-28,CLOS,CLMPK-2008-1,USOA,CLMPK,D,USD,13.000,9.00,-,Ba2,BB,-,-,-,-,-,-,Floating,3mL,-,-,-,900,-,-,BS,-
TRIPK-2008-1,2008-04-14,CLOS,TRIPK-2008-1,USOA,TRIPK,B,USD,15.000,9.71,-,A2,A,-,-,-,-,-,-,Floating,3mL,-,-,-,500,-,-,BS,-
TRIPK-2008-1,2008-04-14,CLOS,TRIPK-2008-1,USOA,TRIPK,A-1,USD,285.700,6.68,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,98,-,-,BS,-
TRIPK-2008-1,2008-04-14,CLOS,TRIPK-2008-1,USOA,TRIPK,Equity,USD,33.130,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
TRIPK-2008-1,2008-04-14,CLOS,TRIPK-2008-1,USOA,TRIPK,A-2,USD,25.000,9.47,-,Aa2,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,350,-,-,BS,-
TRIPK-2008-1,2008-04-14,CLOS,TRIPK-2008-1,USOA,TRIPK,D,USD,10.000,9.96,-,Ba2,BB,-,-,-,-,-,-,Floating,3mL,-,-,-,900,-,-,BS,-
TRIPK-2008-1,2008-04-14,CLOS,TRIPK-2008-1,USOA,TRIPK,C,USD,12.500,9.80,-,Baa2,BBB,-,-,-,-,-,-,Floating,3mL,-,-,-,600,-,-,BS,-
HUDCF-II,2008-04-15,CLOS,HUDCF-II,USOA,HUDCF,A-2,USD,10.000,8.50,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,190,-,-,Other,-
HUDCF-II,2008-04-15,CLOS,HUDCF-II,USOA,HUDCF,B,USD,46.000,8.90,-,A2,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Other,-
HUDCF-II,2008-04-15,CLOS,HUDCF-II,USOA,HUDCF,A-1,USD,291.000,6.50,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,105,-,-,Other,-
HUDCF-II,2008-04-15,CLOS,HUDCF-II,USOA,HUDCF,D,USD,47.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Other,-
HUDCF-II,2008-04-15,CLOS,HUDCF-II,USOA,HUDCF,E,USD,31.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Other,-
HUDCF-II,2008-04-15,CLOS,HUDCF-II,USOA,HUDCF,F,USD,4.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Other,-
HUDCF-II,2008-04-15,CLOS,HUDCF-II,USOA,HUDCF,C,USD,5.000,9.20,-,Baa2,BBB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Other,-
GOCAF-2008-1,2008-04-25,CLOS,GOCAF-2008-1,USOA,GOCAF,B,USD,19.000,-,-,Aa2,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,200,-,-,Other,-
GOCAF-2008-1,2008-04-25,CLOS,GOCAF-2008-1,USOA,GOCAF,C,USD,18.000,-,-,A2,A,-,-,-,-,-,-,Floating,3mL,-,-,-,325,-,-,Other,-
GOCAF-2008-1,2008-04-25,CLOS,GOCAF-2008-1,USOA,GOCAF,Equity,USD,43.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Other,-
GOCAF-2008-1,2008-04-25,CLOS,GOCAF-2008-1,USOA,GOCAF,A,USD,214.800,-,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,150,-,-,Other,-
CGMS-2008-I,2008-05-14,CLOS,CGMS-2008-I,USOA,CGMS,A,USD,362.500,3.00,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,100,-,-,MM,-
CGMS-2008-I,2008-05-14,CLOS,CGMS-2008-I,USOA,CGMS,D,USD,16.500,5.00,-,Baa2,BBB,-,-,-,-,-,-,Floating,3mL,-,-,-,600,-,-,MM,-
CGMS-2008-I,2008-05-14,CLOS,CGMS-2008-I,USOA,CGMS,A,USD,362.500,3.00,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,100,-,-,MM,-
CGMS-2008-I,2008-05-14,CLOS,CGMS-2008-I,USOA,CGMS,C,USD,29.000,5.00,-,A2,A,-,-,-,-,-,-,Floating,3mL,-,-,-,425,-,-,MM,-
CGMS-2008-I,2008-05-14,CLOS,CGMS-2008-I,USOA,CGMS,B,USD,27.500,5.00,-,Aa2,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,325,-,-,MM,-
CGMS-2008-I,2008-05-14,CLOS,CGMS-2008-I,USOA,CGMS,D,USD,16.500,5.00,-,Baa2,BBB,-,-,-,-,-,-,Floating,3mL,-,-,-,600,-,-,MM,-
CGMS-2008-I,2008-05-14,CLOS,CGMS-2008-I,USOA,CGMS,Equity,USD,64.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MM,-
CGMS-2008-I,2008-05-14,CLOS,CGMS-2008-I,USOA,CGMS,B,USD,27.500,5.00,-,Aa2,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,325,-,-,MM,-
CGMS-2008-I,2008-05-14,CLOS,CGMS-2008-I,USOA,CGMS,Equity,USD,64.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MM,-
CGMS-2008-I,2008-05-14,CLOS,CGMS-2008-I,USOA,CGMS,C,USD,29.000,5.00,-,A2,A,-,-,-,-,-,-,Floating,3mL,-,-,-,425,-,-,MM,-
BABSN-2008-1,2008-05-23,CLOS,BABSN-2008-1,USOA,BABSN,B,USD,18.000,6.20,-,Aa2,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,290,-,-,,
BABSN-2008-1,2008-05-23,CLOS,BABSN-2008-1,USOA,BABSN,B,USD,18.000,6.20,-,Aa2,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,290,-,-,,
BABSN-2008-1,2008-05-23,CLOS,BABSN-2008-1,USOA,BABSN,C-1,USD,16.000,6.30,-,A2,A,-,-,-,-,-,-,Floating,3mL,-,-,-,380,-,-,,
BABSN-2008-1,2008-05-23,CLOS,BABSN-2008-1,USOA,BABSN,C-2,USD,5.000,6.30,-,A2,A,-,-,-,-,-,-,Fixed,Swaps,-,-,-,-,-,-,,
BABSN-2008-1,2008-05-23,CLOS,BABSN-2008-1,USOA,BABSN,C-2,USD,5.000,6.30,-,A2,A,-,-,-,-,-,-,Fixed,Swaps,-,-,-,-,-,-,,
BABSN-2008-1,2008-05-23,CLOS,BABSN-2008-1,USOA,BABSN,E,USD,16.500,6.70,-,Ba2,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
BABSN-2008-1,2008-05-23,CLOS,BABSN-2008-1,USOA,BABSN,A,USD,340.000,4.80,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,155,-,-,,
BABSN-2008-1,2008-05-23,CLOS,BABSN-2008-1,USOA,BABSN,E,USD,16.500,6.70,-,Ba2,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
BABSN-2008-1,2008-05-23,CLOS,BABSN-2008-1,USOA,BABSN,D,USD,13.000,6.50,-,Baa2,BBB,-,-,-,-,-,-,Floating,3mL,-,-,-,465,-,-,,
BABSN-2008-1,2008-05-23,CLOS,BABSN-2008-1,USOA,BABSN,Equity,USD,33.350,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
BABSN-2008-1,2008-05-23,CLOS,BABSN-2008-1,USOA,BABSN,D,USD,13.000,6.50,-,Baa2,BBB,-,-,-,-,-,-,Floating,3mL,-,-,-,465,-,-,,
BABSN-2008-1,2008-05-23,CLOS,BABSN-2008-1,USOA,BABSN,A,USD,340.000,4.80,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,155,-,-,,
KNGHT-2008-1,2008-05-23,CLOS,KNGHT-2008-1,USOA,KNGHT,A,USD,197.000,4.20,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,197,-,-,Other,-
BABSN-2008-1,2008-05-23,CLOS,BABSN-2008-1,USOA,BABSN,Equity,USD,33.350,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
MCDLO-2008-1,2008-05-23,CLOS,KNGHT-2008-1,USOA,KNGHT,D,USD,10.000,6.00,-,Baa2,BBB,-,-,-,-,-,-,Floating,3mL,-,-,-,850,-,-,Other,-
KNGHT-2008-1,2008-05-23,CLOS,KNGHT-2008-1,USOA,KNGHT,Equity,USD,24.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Other,-
MCDLO-2008-1,2008-05-23,CLOS,KNGHT-2008-1,USOA,KNGHT,Equity,USD,24.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Other,-
MCDLO-2008-1,2008-05-23,CLOS,KNGHT-2008-1,USOA,KNGHT,E,USD,16.500,6.20,-,Ba2,BB,-,-,-,-,-,-,Floating,3mL,-,-,-,500,-,-,Other,-
MCDLO-2008-1,2008-05-23,CLOS,KNGHT-2008-1,USOA,KNGHT,C,USD,16.000,5.90,-,A2,A,-,-,-,-,-,-,Floating,3mL,-,-,-,750,-,-,Other,-
MCDLO-2008-1,2008-05-23,CLOS,KNGHT-2008-1,USOA,KNGHT,B,USD,16.000,5.80,-,Aa2,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,500,-,-,Other,-
MCDLO-2008-1,2008-05-23,CLOS,KNGHT-2008-1,USOA,KNGHT,A,USD,197.000,4.20,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,197,-,-,Other,-
KNGHT-2008-1,2008-05-23,CLOS,KNGHT-2008-1,USOA,KNGHT,E,USD,16.500,6.20,-,Ba2,BB,-,-,-,-,-,-,Floating,3mL,-,-,-,500,-,-,Other,-
KNGHT-2008-1,2008-05-23,CLOS,KNGHT-2008-1,USOA,KNGHT,D,USD,10.000,6.00,-,Baa2,BBB,-,-,-,-,-,-,Floating,3mL,-,-,-,850,-,-,Other,-
KNGHT-2008-1,2008-05-23,CLOS,KNGHT-2008-1,USOA,KNGHT,C,USD,16.000,5.90,-,A2,A,-,-,-,-,-,-,Floating,3mL,-,-,-,750,-,-,Other,-
KNGHT-2008-1,2008-05-23,CLOS,KNGHT-2008-1,USOA,KNGHT,B,USD,16.000,5.80,-,Aa2,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,500,-,-,Other,-
BABSN-2008-1,2008-05-23,CLOS,BABSN-2008-1,USOA,BABSN,C-1,USD,16.000,6.30,-,A2,A,-,-,-,-,-,-,Floating,3mL,-,-,-,380,-,-,,
ASCLV-2008-1,2008-05-30,CLOS,ASCLV-2008-1,USOA,ASCLV,B,USD,160.000,-,-,Aa2,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,300,-,-,Other,-
