Unnamed: 0,Issuance_Date,Asset_Class,Deal_Name,Region,Ticker,Tranche,Currency,Size(M),WAL,WALX,Moodys,S&P,Fitch,DBRS,Kroll,MorningStar,C/E,LTV,TYPE,Bench,Guidance-L,Guidance-H,Spread,Coupon,Yield,Issue_Price,Market_Type,ReinvestmentPeriod
SEVEN-(1),2016-06-15,CLOS,SEVEN-(1),USOA,SEVEN,A-1,USD,256.000,-,-,Aaa,-,AAA,-,-,-,-,-,Floating,3mL,-,-,-,170,-,-,BS,-
SEVEN-(1),2016-06-15,CLOS,SEVEN-(1),USOA,SEVEN,C,USD,27.300,-,-,Baa3,-,-,-,-,-,-,-,Floating,3mL,-,-,-,520,-,-,BS,-
1828-II,2016-06-15,CLOS,1828-II,USOA,1828,A-1S,USD,221.900,-,-,Aaa,-,AAA,-,-,-,-,-,Floating,3mL,-,-,-,160,-,-,BS,-
1828-II,2016-06-15,CLOS,1828-II,USOA,1828,B,USD,21.600,-,-,A3,-,-,-,-,-,-,-,Floating,3mL,-,-,-,340,-,-,BS,-
1828-II,2016-06-15,CLOS,1828-II,USOA,1828,Equity,USD,44.290,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
1828-II,2016-06-15,CLOS,1828-II,USOA,1828,D,USD,27.700,-,-,Ba3,-,-,-,-,-,-,-,Floating,3mL,-,-,-,925,-,-,BS,-
1828-II,2016-06-15,CLOS,1828-II,USOA,1828,C,USD,18.600,-,-,Baa3,-,-,-,-,-,-,-,Floating,3mL,-,-,-,515,-,-,BS,-
1828-II,2016-06-15,CLOS,1828-II,USOA,1828,A2B,USD,23.700,-,-,Aa3,-,-,-,-,-,-,-,Floating,3mL,-,-,-,240,-,-,BS,-
1828-II,2016-06-15,CLOS,1828-II,USOA,1828,A-2A,USD,23.700,-,-,Aa3,-,-,-,-,-,-,-,Floating,3mL,-,-,-,240,-,-,BS,-
1828-II,2016-06-15,CLOS,1828-II,USOA,1828,X,USD,1.600,-,-,Aaa,-,AAA,-,-,-,-,-,Floating,3mL,-,-,-,100,-,-,BS,-
VENTR-XXIII,2016-06-16,CLOS,VENTR-XXIII,USOA,VENTR,A,USD,256.000,-,-,Aaa,-,AAA,-,-,-,-,-,Floating,3mL,-,-,-,165,-,-,BS,-
VENTR-XXIII,2016-06-16,CLOS,VENTR-XXIII,USOA,VENTR,C,USD,21.500,-,-,A2,-,-,-,-,-,-,-,Floating,3mL,-,-,-,320,-,-,BS,-
VENTR-XXIII,2016-06-16,CLOS,VENTR-XXIII,USOA,VENTR,D,USD,22.500,-,-,Baa3,-,-,-,-,-,-,-,Floating,3mL,-,-,-,445,-,-,BS,-
VENTR-XXIII,2016-06-16,CLOS,VENTR-XXIII,USOA,VENTR,B,USD,48.000,-,-,Aa2,-,-,-,-,-,-,-,Floating,3mL,-,-,-,230,-,-,BS,-
VENTR-XXIII,2016-06-16,CLOS,VENTR-XXIII,USOA,VENTR,Equity,USD,40.750,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
VENTR-XXIII,2016-06-16,CLOS,VENTR-XXIII,USOA,VENTR,E,USD,20.000,-,-,Ba3,-,-,-,-,-,-,-,Floating,3mL,-,-,-,770,-,-,BS,-
VENTR-XXIII,2016-06-16,CLOS,VENTR-XXIII,USOA,VENTR,X,USD,2.500,-,-,Aaa,-,AAA,-,-,-,-,-,Floating,3mL,-,-,-,100,-,-,BS,-
BSP-IX,2016-06-17,CLOS,BSP-IX,USOA,BSP,B-2,USD,17.000,-,-,Aa2,AA,-,-,-,-,-,-,Fixed,-,-,-,-,0.03%,-,-,BS,-
BSP-IX,2016-06-17,CLOS,BSP-IX,USOA,BSP,C,USD,24.000,-,-,-,A,-,-,-,-,-,-,Floating,3mL,-,-,-,295,-,-,BS,-
BSP-IX,2016-06-17,CLOS,BSP-IX,USOA,BSP,D,USD,20.000,-,-,-,BBB,-,-,-,-,-,-,Floating,3mL,-,-,-,480,-,-,BS,-
BSP-IX,2016-06-17,CLOS,BSP-IX,USOA,BSP,B-1,USD,33.000,-,-,Aa2,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,210,-,-,BS,-
BSP-IX,2016-06-17,CLOS,BSP-IX,USOA,BSP,E,USD,20.000,-,-,-,BB,-,-,-,-,-,-,Floating,3mL,-,-,-,905,-,-,BS,-
BSP-IX,2016-06-17,CLOS,BSP-IX,USOA,BSP,X,USD,2.000,-,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,100,-,-,BS,-
BSP-IX,2016-06-17,CLOS,BSP-IX,USOA,BSP,A,USD,204.000,-,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,161,-,-,BS,-
BSP-IX,2016-06-17,CLOS,BSP-IX,USOA,BSP,Equity,USD,34.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
ARES-XXXIX,2016-06-22,CLOS,ARES-XXXIX,USOA,ARES,E,USD,25.000,-,-,Ba3,-,-,-,-,-,-,-,Floating,3mL,-,-,-,725,-,-,BS,-
ANCHC-8,2016-06-22,CLOS,ANCHC-8,USOA,ANCHC,E,USD,25.750,-,-,Ba3,-,-,-,-,-,-,-,Floating,3mL,-,-,-,650,-,-,BS,-
ARES-XXXIX,2016-06-22,CLOS,ARES-XXXIX,USOA,ARES,Equity,USD,45.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
ARES-XXXIX,2016-06-22,CLOS,ARES-XXXIX,USOA,ARES,X,USD,5.000,-,-,Aaa,-,AAA,-,-,-,-,-,Floating,3mL,-,-,-,120,-,-,BS,-
ARES-XXXIX,2016-06-22,CLOS,ARES-XXXIX,USOA,ARES,D,USD,28.100,-,-,Baa3,-,-,-,-,-,-,-,Floating,3mL,-,-,-,430,-,-,BS,-
ANCHC-8,2016-06-22,CLOS,ANCHC-8,USOA,ANCHC,A-2,USD,25.000,-,-,Aaa,-,AAA,-,-,-,-,-,Floating,3mL,-,-,-,167,-,-,BS,-
ARES-XXXIX,2016-06-22,CLOS,ARES-XXXIX,USOA,ARES,A,USD,325.000,-,-,Aaa,-,AAA,-,-,-,-,-,Floating,3mL,-,-,-,153,-,-,BS,-
ANCHC-8,2016-06-22,CLOS,ANCHC-8,USOA,ANCHC,B-1,USD,30.000,-,-,Aa2,-,-,-,-,-,-,-,Floating,3mL,-,-,-,225,-,-,BS,-
ANCHC-8,2016-06-22,CLOS,ANCHC-8,USOA,ANCHC,B-2,USD,14.750,-,-,Aa2,-,-,-,-,-,-,-,Floating,3mL,-,-,-,225,-,-,BS,-
ANCHC-8,2016-06-22,CLOS,ANCHC-8,USOA,ANCHC,C,USD,21.000,-,-,A2,-,-,-,-,-,-,-,Floating,3mL,-,-,-,315,-,-,BS,-
ANCHC-8,2016-06-22,CLOS,ANCHC-8,USOA,ANCHC,D,USD,26.500,-,-,Baa3,-,-,-,-,-,-,-,Floating,3mL,-,-,-,495,-,-,BS,-
ANCHC-8,2016-06-22,CLOS,ANCHC-8,USOA,ANCHC,Equity,USD,32.620,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
ANCHC-8,2016-06-22,CLOS,ANCHC-8,USOA,ANCHC,A-1,USD,225.000,-,-,Aaa,-,AAA,-,-,-,-,-,Floating,3mL,-,-,-,167,-,-,BS,-
ANCHC-8,2016-06-22,CLOS,ANCHC-8,USOA,ANCHC,X,USD,1.200,-,-,Aaa,-,AAA,-,-,-,-,-,Floating,3mL,-,-,-,200,-,-,BS,-
GOLD-XII,2016-06-22,CLOS,GOLD-XII,USOA,GOLD,A-2,USD,48.000,-,-,Aa2,-,-,-,-,-,-,-,Floating,3mL,-,-,-,215,-,-,BS,-
GOLD-XII,2016-06-22,CLOS,GOLD-XII,USOA,GOLD,B,USD,25.600,-,-,A2,-,-,-,-,-,-,-,Floating,3mL,-,-,-,290,-,-,BS,-
GOLD-XII,2016-06-22,CLOS,GOLD-XII,USOA,GOLD,C,USD,25.000,-,-,Baa3,-,-,-,-,-,-,-,Floating,3mL,-,-,-,450,-,-,BS,-
GOLD-XII,2016-06-22,CLOS,GOLD-XII,USOA,GOLD,D,USD,24.200,-,-,Ba3,-,-,-,-,-,-,-,Floating,3mL,-,-,-,850,-,-,BS,-
GOLD-XII,2016-06-22,CLOS,GOLD-XII,USOA,GOLD,A-1,USD,245.200,-,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,153,-,-,BS,-
GOLD-XII,2016-06-22,CLOS,GOLD-XII,USOA,GOLD,X,USD,1.600,-,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,100,-,-,BS,-
ARES-XXXIX,2016-06-22,CLOS,ARES-XXXIX,USOA,ARES,B,USD,55.000,-,-,Aa2,-,AA,-,-,-,-,-,Floating,3mL,-,-,-,200,-,-,BS,-
ARES-XXXIX,2016-06-22,CLOS,ARES-XXXIX,USOA,ARES,C,USD,26.900,-,-,A2,-,-,-,-,-,-,-,Floating,3mL,-,-,-,275,-,-,BS,-
GOLD-XII,2016-06-22,CLOS,GOLD-XII,USOA,GOLD,Equity,USD,41.350,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
ANCHC-8,2016-06-22,CLOS,ANCHC-8,USOA,ANCHC,F,USD,8.000,-,-,-,-,-,-,-,-,-,-,Floating,3mL,-,-,-,860,-,-,BS,-
MARNR-2016-3,2016-06-30,CLOS,MARNR-2016-3,USOA,MARNR,C,USD,30.000,-,-,-,A,-,-,-,-,-,-,Floating,3mL,-,-,-,290,-,-,BS,-
MCMML-2016-1,2016-06-30,CLOS,MCMML-2016-1,USOA,MCMML,B,USD,30.750,-,-,Aa2,-,AA,-,-,-,-,-,Floating,3mL,-,-,-,330,-,-,MM,-
MCMML-2016-1,2016-06-30,CLOS,MCMML-2016-1,USOA,MCMML,C,USD,18.000,-,-,A2,-,A,-,-,-,-,-,Floating,3mL,-,-,-,450,-,-,MM,-
MCMML-2016-1,2016-06-30,CLOS,MCMML-2016-1,USOA,MCMML,D-1,USD,20.250,-,-,Baa3,-,BBB-,-,-,-,-,-,Floating,3mL,-,-,-,675,-,-,MM,-
MCMML-2016-1,2016-06-30,CLOS,MCMML-2016-1,USOA,MCMML,D-2,USD,3.000,-,-,Baa3,-,BBB-,-,-,-,-,-,Floating,3mL,-,-,-,525,-,-,MM,-
MCMML-2016-1,2016-06-30,CLOS,MCMML-2016-1,USOA,MCMML,E,USD,15.000,-,-,Ba3,-,-,-,-,-,-,-,Floating,3mL,-,-,-,900,-,-,MM,-
MCMML-2016-1,2016-06-30,CLOS,MCMML-2016-1,USOA,MCMML,A-1,USD,158.000,-,-,Aaa,-,AAA,-,-,-,-,-,Floating,3mL,-,-,-,225,-,-,MM,-
MCMML-2016-1,2016-06-30,CLOS,MCMML-2016-1,USOA,MCMML,A-2,USD,10.000,-,-,Aaa,-,AAA,-,-,-,-,-,Fixed,-,-,-,-,0.03%,-,-,MM,-
MCMML-2016-1,2016-06-30,CLOS,MCMML-2016-1,USOA,MCMML,Equity,USD,50.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MM,-
MARNR-2016-3,2016-06-30,CLOS,MARNR-2016-3,USOA,MARNR,E,USD,20.000,-,-,-,BB,-,-,-,-,-,-,Floating,3mL,-,-,-,700,-,-,BS,-
ACAS-2013-2(R),2016-06-30,CLOS,ACAS-2013-2(R),USOA,ACAS,A-1CR,USD,10.000,-,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,145,-,-,BS,-
ACAS-2013-2(R),2016-06-30,CLOS,ACAS-2013-2(R),USOA,ACAS,A-1BR,USD,140.000,-,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,145,-,-,BS,-
MARNR-2016-3,2016-06-30,CLOS,MARNR-2016-3,USOA,MARNR,A,USD,330.000,-,-,-,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,159,-,-,BS,-
MARNR-2016-3,2016-06-30,CLOS,MARNR-2016-3,USOA,MARNR,B,USD,55.000,-,-,-,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,200,-,-,BS,-
MARNR-2016-3,2016-06-30,CLOS,MARNR-2016-3,USOA,MARNR,Equity,USD,43.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
MARNR-2016-3,2016-06-30,CLOS,MARNR-2016-3,USOA,MARNR,D,USD,25.000,-,-,-,BBB,-,-,-,-,-,-,Floating,3mL,-,-,-,400,-,-,BS,-
ACAS-2013-2(R),2016-06-30,CLOS,ACAS-2013-2(R),USOA,ACAS,A2BR,USD,10.000,-,-,-,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,220,-,-,BS,-
CGMS-2013-4(R),2016-07-05,CLOS,CGMS-2013-4(R),USOA,CGMS,A2R,USD,130.000,-,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,152,-,-,BS,-
CGMS-2013-4(R),2016-07-05,CLOS,CGMS-2013-4(R),USOA,CGMS,B-2R,USD,20.000,-,-,Aa2,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,210,-,-,BS,-
CGMS-2014-3(R),2016-07-07,CLOS,CGMS-2014-3(R),USOA,CGMS,A-1BR,USD,155.000,-,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,145,-,-,BS,-
JFIN-(2),2016-07-08,CLOS,JFIN-(2),USOA,JFIN,C-F,USD,10.500,-,-,A2,-,-,-,-,-,-,-,Fixed,-,-,-,-,0.05%,-,-,BS,-
JFIN-(2),2016-07-08,CLOS,JFIN-(2),USOA,JFIN,D,USD,20.000,-,-,Baa3,-,-,-,-,-,-,-,Floating,3mL,-,-,-,465,-,-,BS,-
JFIN-(2),2016-07-08,CLOS,JFIN-(2),USOA,JFIN,C-1,USD,9.500,-,-,A2,-,-,-,-,-,-,-,Floating,3mL,-,-,-,360,-,-,BS,-
JFIN-(2),2016-07-08,CLOS,JFIN-(2),USOA,JFIN,B-F,USD,7.000,-,-,Aa2,-,-,-,-,-,-,-,Fixed,-,-,-,-,0.04%,-,-,BS,-
JFIN-(2),2016-07-08,CLOS,JFIN-(2),USOA,JFIN,B-1,USD,33.500,-,-,Aa2,-,-,-,-,-,-,-,Floating,3mL,-,-,-,260,-,-,BS,-
JFIN-(2),2016-07-08,CLOS,JFIN-(2),USOA,JFIN,A-F,USD,35.000,-,-,Aaa,-,AAA,-,-,-,-,-,Fixed,-,-,-,-,0.03%,-,-,BS,-
JFIN-(2),2016-07-08,CLOS,JFIN-(2),USOA,JFIN,A2B,USD,10.000,-,-,Aaa,-,AAA,-,-,-,-,-,Floating,3mL,-,-,-,220,-,-,BS,-
JFIN-(2),2016-07-08,CLOS,JFIN-(2),USOA,JFIN,A-2A,USD,16.500,-,-,Aaa,-,AAA,-,-,-,-,-,Floating,3mL,-,-,-,75,-,-,BS,-
NEUB-XVI(R),2016-07-08,CLOS,NEUB-XVI(R),USOA,NEUB,B-2R,USD,18.750,-,-,-,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,217,-,-,BS,-
NEUB-XVI(R),2016-07-08,CLOS,NEUB-XVI(R),USOA,NEUB,C-2R,USD,1.000,-,-,-,A,-,-,-,-,-,-,Floating,3mL,-,-,-,275,-,-,BS,-
JFIN-(2),2016-07-08,CLOS,JFIN-(2),USOA,JFIN,Jr,Equity,USD,21.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
JFIN-(2),2016-07-08,CLOS,JFIN-(2),USOA,JFIN,Sr,Equity,USD,10.500,-,-,-,-,-,-,-,-,-,-,Floating,3mL,3mL,-,650,3mL+650,-,BS,-
JFIN-(2),2016-07-08,CLOS,JFIN-(2),USOA,JFIN,A-1,USD,160.500,-,-,Aaa,-,AAA,-,-,-,-,-,Floating,3mL,-,-,-,175,-,-,BS,-
NEUB-XVI(R),2016-07-08,CLOS,NEUB-XVI(R),USOA,NEUB,A2R,USD,5.000,-,-,Aaa,AAA,-,-,-,-,-,-,Fixed,-,-,-,-,0.02%,-,-,BS,-
NEUB-XVI(R),2016-07-08,CLOS,NEUB-XVI(R),USOA,NEUB,A-1R,USD,330.500,-,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,145,-,-,BS,-
JFIN-(2),2016-07-08,CLOS,JFIN-(2),USOA,JFIN,E,USD,19.500,-,-,Ba3,-,-,-,-,-,-,-,Floating,3mL,-,-,-,720,-,-,BS,-
ANNSA-2016-1,2016-07-12,CLOS,ANNSA-2016-1,USOA,ANNSA,E,USD,18.000,-,-,Ba3,-,-,-,-,-,-,-,Floating,3mL,-,-,-,925,-,-,BS,-
ANNSA-2016-1,2016-07-12,CLOS,ANNSA-2016-1,USOA,ANNSA,Equity,USD,40.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
ANNSA-2016-1,2016-07-12,CLOS,ANNSA-2016-1,USOA,ANNSA,D,USD,24.000,-,-,Baa3,-,-,-,-,-,-,-,Floating,3mL,-,-,-,485,-,-,BS,-
ANNSA-2016-1,2016-07-12,CLOS,ANNSA-2016-1,USOA,ANNSA,C,USD,24.000,-,-,A2,-,-,-,-,-,-,-,Floating,3mL,-,-,-,290,-,-,BS,-
ANNSA-2016-1,2016-07-12,CLOS,ANNSA-2016-1,USOA,ANNSA,B,USD,46.000,-,-,Aa2,-,-,-,-,-,-,-,Floating,3mL,-,-,-,215,-,-,BS,-
ANNSA-2016-1,2016-07-12,CLOS,ANNSA-2016-1,USOA,ANNSA,A,USD,256.000,-,-,Aaa,-,AAA,-,-,-,-,-,Floating,3mL,-,-,-,155,-,-,BS,-
SNDPT-XII,2016-07-13,CLOS,SNDPT-XII,USOA,SNDPT,X,USD,5.250,-,-,Aaa,-,AAA,-,-,-,-,-,Floating,3mL,-,-,-,125,-,-,BS,-
SNDPT-XII,2016-07-13,CLOS,SNDPT-XII,USOA,SNDPT,A,USD,451.500,-,-,Aaa,-,AAA,-,-,-,-,-,Floating,3mL,-,-,-,166,-,-,BS,-
SNDPT-XII,2016-07-13,CLOS,SNDPT-XII,USOA,SNDPT,B-1,USD,55.500,-,-,Aa2,-,AA,-,-,-,-,-,Floating,3mL,-,-,-,225,-,-,BS,-
SNDPT-XII,2016-07-13,CLOS,SNDPT-XII,USOA,SNDPT,B-2,USD,25.000,-,-,Aa2,-,-,-,-,-,-,-,Fixed,-,-,-,-,0.03%,-,-,BS,-
SNDPT-XII,2016-07-13,CLOS,SNDPT-XII,USOA,SNDPT,D,USD,35.000,-,-,Baa3,-,-,-,-,-,-,-,Floating,3mL,-,-,-,425,-,-,BS,-
SNDPT-XII,2016-07-13,CLOS,SNDPT-XII,USOA,SNDPT,Equity,USD,73.250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
SNDPT-XII,2016-07-13,CLOS,SNDPT-XII,USOA,SNDPT,C,USD,42.000,-,-,A2,-,-,-,-,-,-,-,Floating,3mL,-,-,-,290,-,-,BS,-
SNDPT-XII,2016-07-13,CLOS,SNDPT-XII,USOA,SNDPT,E,USD,35.000,-,-,Ba3,-,-,-,-,-,-,-,Floating,3mL,-,-,-,640,-,-,BS,-
KKR-2013-2(R),2016-07-15,CLOS,KKR-2013-2(R),USOA,KKR,A2BR,USD,10.000,-,-,Aa2,-,AA,-,-,-,-,-,Fixed,-,-,-,-,0.03%,-,-,BS,-
MDPK-XXI,2016-07-15,CLOS,MDPK-XXI,USOA,MDPK,A-2,USD,84.000,-,-,Aa2,-,-,-,-,-,-,-,Floating,3mL,-,-,-,200,-,-,BS,-
KKR-2013-2(R),2016-07-15,CLOS,KKR-2013-2(R),USOA,KKR,A-1BR,USD,10.000,-,-,Aaa,-,AAA,-,-,-,-,-,Fixed,-,-,-,-,0.03%,-,-,BS,-
MDPK-XXI,2016-07-15,CLOS,MDPK-XXI,USOA,MDPK,C,USD,40.000,-,-,Baa3,-,-,-,-,-,-,-,Floating,3mL,-,-,-,450,-,-,BS,-
MDPK-XXI,2016-07-15,CLOS,MDPK-XXI,USOA,MDPK,D,USD,29.300,-,-,Ba3,-,-,-,-,-,-,-,Floating,3mL,-,-,-,800,-,-,BS,-
DRSLF-43,2016-07-15,CLOS,DRSLF-43,USOA,DRSLF,A,USD,381.000,-,-,Aaa,-,AAA,-,-,-,-,-,Floating,3mL,-,-,-,154,-,-,BS,-
MDPK-XXI,2016-07-15,CLOS,MDPK-XXI,USOA,MDPK,A-1,USD,516.000,-,-,Aaa,-,AAA,-,-,-,-,-,Floating,3mL,-,-,-,153,-,-,BS,-
KKR-2013-2(R),2016-07-15,CLOS,KKR-2013-2(R),USOA,KKR,A-1AR,USD,215.000,-,-,Aaa,-,AAA,-,-,-,-,-,Floating,3mL,-,-,-,145,-,-,BS,-
DRSLF-43,2016-07-15,CLOS,DRSLF-43,USOA,DRSLF,C,USD,33.000,-,-,A2,-,-,-,-,-,-,-,Floating,3mL,-,-,-,270,-,-,BS,-
DRSLF-43,2016-07-15,CLOS,DRSLF-43,USOA,DRSLF,D,USD,33.000,-,-,Baa3,-,-,-,-,-,-,-,Floating,3mL,-,-,-,450,-,-,BS,-
DRSLF-43,2016-07-15,CLOS,DRSLF-43,USOA,DRSLF,E,USD,30.000,-,-,Ba3,-,-,-,-,-,-,-,Floating,3mL,-,-,-,825,-,-,BS,-
DRSLF-43,2016-07-15,CLOS,DRSLF-43,USOA,DRSLF,Equity,USD,55.520,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
DRSLF-43,2016-07-15,CLOS,DRSLF-43,USOA,DRSLF,X,USD,4.800,-,-,Aaa,-,AAA,-,-,-,-,-,Floating,3mL,-,-,-,190,-,-,BS,-
MDPK-XXI,2016-07-15,CLOS,MDPK-XXI,USOA,MDPK,Equity,USD,78.250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
DRSLF-43,2016-07-15,CLOS,DRSLF-43,USOA,DRSLF,B,USD,75.000,-,-,Aa2,-,-,-,-,-,-,-,Floating,3mL,-,-,-,200,-,-,BS,-
MDPK-XXI,2016-07-15,CLOS,MDPK-XXI,USOA,MDPK,B,USD,66.700,-,-,A2,-,-,-,-,-,-,-,Floating,3mL,-,-,-,275,-,-,BS,-
BLUEM-2016-2,2016-07-21,CLOS,BLUEM-2016-2,USOA,BLUEM,A-1,USD,304.900,-,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,155,-,-,Other,-
BLUEM-2016-2,2016-07-21,CLOS,BLUEM-2016-2,USOA,BLUEM,A-2,USD,75.500,-,-,-,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,200,-,-,Other,-
BLUEM-2016-2,2016-07-21,CLOS,BLUEM-2016-2,USOA,BLUEM,B,USD,30.000,-,-,-,A,-,-,-,-,-,-,Floating,3mL,-,-,-,270,-,-,Other,-
BLUEM-2016-2,2016-07-21,CLOS,BLUEM-2016-2,USOA,BLUEM,C,USD,28.400,-,-,-,BBB,-,-,-,-,-,-,Floating,3mL,-,-,-,435,-,-,Other,-
BLUEM-2016-2,2016-07-21,CLOS,BLUEM-2016-2,USOA,BLUEM,D,USD,20.000,-,-,-,BB,-,-,-,-,-,-,Floating,3mL,-,-,-,775,-,-,Other,-
BLUEM-2016-2,2016-07-21,CLOS,BLUEM-2016-2,USOA,BLUEM,Equity,USD,46.750,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Other,-
ANCHF-3,2016-07-22,CLOS,ANCHF-3,USOA,ANCHF,B,USD,52.000,-,-,Aa2,-,-,-,-,-,-,-,Fixed,-,-,-,-,0.05%,-,-,MM,-
APID-XXIV,2016-07-22,CLOS,APID-XXIV,USOA,APID,D,USD,18.000,-,-,Ba3,-,-,-,-,-,-,-,Floating,3mL,-,-,-,795,-,-,BS,-
APID-XXIV,2016-07-22,CLOS,APID-XXIV,USOA,APID,Equity,USD,41.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
GOCAC-2016(M),2016-07-22,CLOS,GOCAC-2016(M),USOA,GOCAC,A,USD,220.000,-,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,215,-,-,MM,-
GOCAC-2016(M),2016-07-22,CLOS,GOCAC-2016(M),USOA,GOCAC,B,USD,32.500,-,-,Aa1,-,-,-,-,-,-,-,Floating,3mL,-,-,-,300,-,-,MM,-
GOCAC-2016(M),2016-07-22,CLOS,GOCAC-2016(M),USOA,GOCAC,D,USD,28.600,-,-,Baa3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MM,-
GOCAC-2016(M),2016-07-22,CLOS,GOCAC-2016(M),USOA,GOCAC,Equity,USD,86.690,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MM,-
ANCHF-3,2016-07-22,CLOS,ANCHF-3,USOA,ANCHF,A,USD,208.000,-,-,Aaa,-,-,-,-,-,-,-,Fixed,-,-,-,-,0.04%,-,-,MM,-
GOCAC-2016(M),2016-07-22,CLOS,GOCAC-2016(M),USOA,GOCAC,C,USD,42.300,-,-,A2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MM,-
ANCHF-3,2016-07-22,CLOS,ANCHF-3,USOA,ANCHF,C,USD,22.340,-,-,A2,-,-,-,-,-,-,-,Fixed,-,-,-,-,0.06%,-,-,MM,-
APID-XXIV,2016-07-22,CLOS,APID-XXIV,USOA,APID,C,USD,20.000,-,-,Baa3,-,-,-,-,-,-,-,Floating,3mL,-,-,-,435,-,-,BS,-
ANCHF-3,2016-07-22,CLOS,ANCHF-3,USOA,ANCHF,Equity,USD,134.110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MM,-
APID-XXIV,2016-07-22,CLOS,APID-XXIV,USOA,APID,A-2,USD,50.000,-,-,Aa2,-,-,-,-,-,-,-,Floating,3mL,-,-,-,200,-,-,BS,-
APID-XXIV,2016-07-22,CLOS,APID-XXIV,USOA,APID,A-1,USD,248.000,-,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,151,-,-,BS,-
APID-XXIV,2016-07-22,CLOS,APID-XXIV,USOA,APID,B,USD,32.000,-,-,A2,-,-,-,-,-,-,-,Floating,3mL,-,-,-,270,-,-,BS,-
ANCHF-3,2016-07-22,CLOS,ANCHF-3,USOA,ANCHF,D,USD,16.550,-,-,Baa2,-,-,-,-,-,-,-,Fixed,-,-,-,-,0.08%,-,-,MM,-
PAIA-2016-1,2016-07-25,CLOS,PAIA-2016-1,USOA,PAIA,A-1,USD,250.500,-,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,170,-,-,BS,-
PAIA-2016-1,2016-07-25,CLOS,PAIA-2016-1,USOA,PAIA,A-2,USD,42.300,-,-,-,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,245,-,-,BS,-
PAIA-2016-1,2016-07-25,CLOS,PAIA-2016-1,USOA,PAIA,B,USD,34.400,-,-,-,A,-,-,-,-,-,-,Floating,3mL,-,-,-,345,-,-,BS,-
PAIA-2016-1,2016-07-25,CLOS,PAIA-2016-1,USOA,PAIA,C,USD,23.200,-,-,-,BBB-,-,-,-,-,-,-,Floating,3mL,-,-,-,475,-,-,BS,-
PAIA-2016-1,2016-07-25,CLOS,PAIA-2016-1,USOA,PAIA,Equity,USD,42.950,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
PAIA-2016-1,2016-07-25,CLOS,PAIA-2016-1,USOA,PAIA,D,USD,12.600,-,-,-,BB-,-,-,-,-,-,-,Floating,3mL,-,-,-,700,-,-,BS,-
